Hour Index,Inflated to 2020 prices,,,adjusted_value = (old_value * cpi_current) / cpi_old,,,,,,,Year,Annual,,,,,,($/kWh),,,,Inflated to 2020 prices
3621,0.02491361,,,,,,,,,,,,,,,,,0.02461,,,,0.02491361
3622,0.025237557,,,,,,,,,,,,,,,,,0.02493,,,,0.025237557
3623,0.021491911,,,,,,,,,,,,,,,,,0.02123,,,,0.021491911
3624,0.021704502,,,,,,,,,,,,,,,,,0.02144,,,,0.021704502
3625,0.020185997,,,,,,,,,,,,,,,,,0.01994,,,,0.020185997
3626,0.019153413,,,,,,,,,,,,,,,,,0.01892,,,,0.019153413
3627,0.018657368,,,,,,,,,,,,,,,,,0.01843,,,,0.018657368
3628,0.018485271,,,,,,,,,,,,,,,,,0.01826,,,,0.018485271
3629,0.018586504,,,,,,,,,,,,,,,,,0.01836,,,,0.018586504
3630,0.018475147,,,,,,,,,,,,,,,,,0.01825,,,,0.018475147
3631,0.019568471,,,,,,,,,,,,,,,,,0.01933,,,,0.019568471
3632,0.021724749,,,,,,,,,,,,,,,,,0.02146,,,,0.021724749
3633,0.025338791,,,,,,,,,,,,,,,,,0.02503,,,,0.025338791
3634,0.028203704,,,,,,,,,,,,,,,,,0.02786,,,,0.028203704
3635,0.031757007,,,,,,,,,,,,,,,,,0.03137,,,,0.031757007
3636,0.035806354,,,,,,,,,,,,,,,,,0.03537,,,,0.035806354
3637,0.039197683,,,,,,,,,,,,,,,,,0.03872,,,,0.039197683
3638,0.048997103,,,,,,,,,,,,,,,,,0.0484,,,,0.048997103
3639,0.061803164,,,,,,,,,,,,,,,,,0.06105,,,,0.061803164
3640,0.058675043,,,,,,,,,,,,,,,,,0.05796,,,,0.058675043
3641,0.045038866,,,,,,,,,,,,,,,,,0.04449,,,,0.045038866
3642,0.034237232,,,,,,,,,,,,,,,,,0.03382,,,,0.034237232
3643,0.030268872,,,,,,,,,,,,,,,,,0.0299,,,,0.030268872
3644,0.030208131,,,,,,,,,,,,,,,,,0.02984,,,,0.030208131
3645,0.028396048,,,,,,,,,,,,,,,,,0.02805,,,,0.028396048
3646,0.027383712,,,,,,,,,,,,,,,,,0.02705,,,,0.027383712
3647,0.023101527,,,,,,,,,,,,,,,,,0.02282,,,,0.023101527
3648,0.01917366,,,,,,,,,,,,,,,,,0.01894,,,,0.01917366
3649,0.018292927,,,,,,,,,,,,,,,,,0.01807,,,,0.018292927
3650,0.017614661,,,,,,,,,,,,,,,,,0.0174,,,,0.017614661
3651,0.017148986,,,,,,,,,,,,,,,,,0.01694,,,,0.017148986
3652,0.016825038,,,,,,,,,,,,,,,,,0.01662,,,,0.016825038
3653,0.016835162,,,,,,,,,,,,,,,,,0.01663,,,,0.016835162
3654,0.017351453,,,,,,,,,,,,,,,,,0.01714,,,,0.017351453
3655,0.017766512,,,,,,,,,,,,,,,,,0.01755,,,,0.017766512
3656,0.020175873,,,,,,,,,,,,,,,,,0.01993,,,,0.020175873
3657,0.023516585,,,,,,,,,,,,,,,,,0.02323,,,,0.023516585
3658,0.026624459,,,,,,,,,,,,,,,,,0.0263,,,,0.026624459
3659,0.030491586,,,,,,,,,,,,,,,,,0.03012,,,,0.030491586
3660,0.034459946,,,,,,,,,,,,,,,,,0.03404,,,,0.034459946
3661,0.04138433,,,,,,,,,,,,,,,,,0.04088,,,,0.04138433
3662,0.04240679,,,,,,,,,,,,,,,,,0.04189,,,,0.04240679
3663,0.055303962,,,,,,,,,,,,,,,,,0.05463,,,,0.055303962
3664,0.056478272,,,,,,,,,,,,,,,,,0.05579,,,,0.056478272
3665,0.038853488,,,,,,,,,,,,,,,,,0.03838,,,,0.038853488
3666,0.034156245,,,,,,,,,,,,,,,,,0.03374,,,,0.034156245
3667,0.02897308,,,,,,,,,,,,,,,,,0.02862,,,,0.02897308
3668,0.028719996,,,,,,,,,,,,,,,,,0.02837,,,,0.028719996
3669,0.026381498,,,,,,,,,,,,,,,,,0.02606,,,,0.026381498
3670,0.02509583,,,,,,,,,,,,,,,,,0.02479,,,,0.02509583
3671,0.021937339,,,,,,,,,,,,,,,,,0.02167,,,,0.021937339
3672,0.018475147,,,,,,,,,,,,,,,,,0.01825,,,,0.018475147
3673,0.017088246,,,,,,,,,,,,,,,,,0.01688,,,,0.017088246
3674,0.01631887,,,,,,,,,,,,,,,,,0.01612,,,,0.01631887
3675,0.016116403,,,,,,,,,,,,,,,,,0.01592,,,,0.016116403
3676,0.016420104,,,,,,,,,,,,,,,,,0.01622,,,,0.016420104
3677,0.017108493,,,,,,,,,,,,,,,,,0.0169,,,,0.017108493
3678,0.020763029,,,,,,,,,,,,,,,,,0.02051,,,,0.020763029
3679,0.020955373,,,,,,,,,,,,,,,,,0.0207,,,,0.020955373
3680,0.021390677,,,,,,,,,,,,,,,,,0.02113,,,,0.021390677
3681,0.02302054,,,,,,,,,,,,,,,,,0.02274,,,,0.02302054
3682,0.024255591,,,,,,,,,,,,,,,,,0.02396,,,,0.024255591
3683,0.029509619,,,,,,,,,,,,,,,,,0.02915,,,,0.029509619
3684,0.034540933,,,,,,,,,,,,,,,,,0.03412,,,,0.034540933
3685,0.039187559,,,,,,,,,,,,,,,,,0.03871,,,,0.039187559
3686,0.049655122,,,,,,,,,,,,,,,,,0.04905,,,,0.049655122
3687,0.055982227,,,,,,,,,,,,,,,,,0.0553,,,,0.055982227
3688,0.052206211,,,,,,,,,,,,,,,,,0.05157,,,,0.052206211
3689,0.038337196,,,,,,,,,,,,,,,,,0.03787,,,,0.038337196
3690,0.032678233,,,,,,,,,,,,,,,,,0.03228,,,,0.032678233
3691,0.029033821,,,,,,,,,,,,,,,,,0.02868,,,,0.029033821
3692,0.027414082,,,,,,,,,,,,,,,,,0.02708,,,,0.027414082
3693,0.022544741,,,,,,,,,,,,,,,,,0.02227,,,,0.022544741
3694,0.02115784,,,,,,,,,,,,,,,,,0.0209,,,,0.02115784
3695,0.019568471,,,,,,,,,,,,,,,,,0.01933,,,,0.019568471
3696,0.018637121,,,,,,,,,,,,,,,,,0.01841,,,,0.018637121
3697,0.016298623,,,,,,,,,,,,,,,,,0.0161,,,,0.016298623
3698,0.015670974,,,,,,,,,,,,,,,,,0.01548,,,,0.015670974
3699,0.015225546,,,,,,,,,,,,,,,,,0.01504,,,,0.015225546
3700,0.015843072,,,,,,,,,,,,,,,,,0.01565,,,,0.015843072
3701,0.018687738,,,,,,,,,,,,,,,,,0.01846,,,,0.018687738
3702,0.020297354,,,,,,,,,,,,,,,,,0.02005,,,,0.020297354
3703,0.021259074,,,,,,,,,,,,,,,,,0.021,,,,0.021259074
3704,0.023708929,,,,,,,,,,,,,,,,,0.02342,,,,0.023708929
3705,0.022554865,,,,,,,,,,,,,,,,,0.02228,,,,0.022554865
3706,0.026776309,,,,,,,,,,,,,,,,,0.02645,,,,0.026776309
3707,0.029043944,,,,,,,,,,,,,,,,,0.02869,,,,0.029043944
3708,0.03173676,,,,,,,,,,,,,,,,,0.03135,,,,0.03173676
3709,0.03855991,,,,,,,,,,,,,,,,,0.03809,,,,0.03855991
3710,0.048976856,,,,,,,,,,,,,,,,,0.04838,,,,0.048976856
3711,0.052661763,,,,,,,,,,,,,,,,,0.05202,,,,0.052661763
3712,0.046820579,,,,,,,,,,,,,,,,,0.04625,,,,0.046820579
3713,0.037011035,,,,,,,,,,,,,,,,,0.03656,,,,0.037011035
3714,0.031007877,,,,,,,,,,,,,,,,,0.03063,,,,0.031007877
3715,0.027879757,,,,,,,,,,,,,,,,,0.02754,,,,0.027879757
3716,0.02692816,,,,,,,,,,,,,,,,,0.0266,,,,0.02692816
3717,0.024194851,,,,,,,,,,,,,,,,,0.0239,,,,0.024194851
3718,0.022666222,,,,,,,,,,,,,,,,,0.02239,,,,0.022666222
3719,0.020884509,,,,,,,,,,,,,,,,,0.02063,,,,0.020884509
3720,0.020570685,,,,,,,,,,,,,,,,,0.02032,,,,0.020570685
3721,0.019619088,,,,,,,,,,,,,,,,,0.01938,,,,0.019619088
3722,0.018788972,,,,,,,,,,,,,,,,,0.01856,,,,0.018788972
3723,0.018323297,,,,,,,,,,,,,,,,,0.0181,,,,0.018323297
3724,0.019153413,,,,,,,,,,,,,,,,,0.01892,,,,0.019153413
3725,0.020661795,,,,,,,,,,,,,,,,,0.02041,,,,0.020661795
3726,0.023405228,,,,,,,,,,,,,,,,,0.02312,,,,0.023405228
3727,0.0229598,,,,,,,,,,,,,,,,,0.02268,,,,0.0229598
3728,0.025521012,,,,,,,,,,,,,,,,,0.02521,,,,0.025521012
3729,0.025784219,,,,,,,,,,,,,,,,,0.02547,,,,0.025784219
3730,0.032172065,,,,,,,,,,,,,,,,,0.03178,,,,0.032172065
3731,0.033974024,,,,,,,,,,,,,,,,,0.03356,,,,0.033974024
3732,0.030461216,,,,,,,,,,,,,,,,,0.03009,,,,0.030461216
3733,0.032384656,,,,,,,,,,,,,,,,,0.03199,,,,0.032384656
3734,0.038033495,,,,,,,,,,,,,,,,,0.03757,,,,0.038033495
3735,0.039875948,,,,,,,,,,,,,,,,,0.03939,,,,0.039875948
3736,0.035502653,,,,,,,,,,,,,,,,,0.03507,,,,0.035502653
3737,0.028993327,,,,,,,,,,,,,,,,,0.02864,,,,0.028993327
3738,0.026179031,,,,,,,,,,,,,,,,,0.02586,,,,0.026179031
3739,0.026553595,,,,,,,,,,,,,,,,,0.02623,,,,0.026553595
3740,0.023597572,,,,,,,,,,,,,,,,,0.02331,,,,0.023597572
3741,0.021147717,,,,,,,,,,,,,,,,,0.02089,,,,0.021147717
3742,0.021340061,,,,,,,,,,,,,,,,,0.02108,,,,0.021340061
3743,0.020216367,,,,,,,,,,,,,,,,,0.01997,,,,0.020216367
3744,0.019244523,,,,,,,,,,,,,,,,,0.01901,,,,0.019244523
3745,0.018525764,,,,,,,,,,,,,,,,,0.0183,,,,0.018525764
3746,0.018039843,,,,,,,,,,,,,,,,,0.01782,,,,0.018039843
3747,0.017108493,,,,,,,,,,,,,,,,,0.0169,,,,0.017108493
3748,0.018444777,,,,,,,,,,,,,,,,,0.01822,,,,0.018444777
3749,0.019578595,,,,,,,,,,,,,,,,,0.01934,,,,0.019578595
3750,0.021471664,,,,,,,,,,,,,,,,,0.02121,,,,0.021471664
3751,0.022139807,,,,,,,,,,,,,,,,,0.02187,,,,0.022139807
3752,0.024458058,,,,,,,,,,,,,,,,,0.02416,,,,0.024458058
3753,0.025824713,,,,,,,,,,,,,,,,,0.02551,,,,0.025824713
3754,0.027444452,,,,,,,,,,,,,,,,,0.02711,,,,0.027444452
3755,0.032394779,,,,,,,,,,,,,,,,,0.032,,,,0.032394779
3756,0.03936978,,,,,,,,,,,,,,,,,0.03889,,,,0.03936978
3757,0.041080629,,,,,,,,,,,,,,,,,0.04058,,,,0.041080629
3758,0.061094528,,,,,,,,,,,,,,,,,0.06035,,,,0.061094528
3759,0.074781323,,,,,,,,,,,,,,,,,0.07387,,,,0.074781323
3760,0.057956284,,,,,,,,,,,,,,,,,0.05725,,,,0.057956284
3761,0.042993946,,,,,,,,,,,,,,,,,0.04247,,,,0.042993946
3762,0.030086651,,,,,,,,,,,,,,,,,0.02972,,,,0.030086651
3763,0.030025911,,,,,,,,,,,,,,,,,0.02966,,,,0.030025911
3764,0.028750366,,,,,,,,,,,,,,,,,0.0284,,,,0.028750366
3765,0.026006933,,,,,,,,,,,,,,,,,0.02569,,,,0.026006933
3766,0.026330881,,,,,,,,,,,,,,,,,0.02601,,,,0.026330881
3767,0.021704502,,,,,,,,,,,,,,,,,0.02144,,,,0.021704502
3768,0.016916149,,,,,,,,,,,,,,,,,0.01671,,,,0.016916149
3769,0.015792455,,,,,,,,,,,,,,,,,0.0156,,,,0.015792455
3770,0.015498877,,,,,,,,,,,,,,,,,0.01531,,,,0.015498877
3771,0.015164806,,,,,,,,,,,,,,,,,0.01498,,,,0.015164806
3772,0.015195176,,,,,,,,,,,,,,,,,0.01501,,,,0.015195176
3773,0.015701344,,,,,,,,,,,,,,,,,0.01551,,,,0.015701344
3774,0.016895902,,,,,,,,,,,,,,,,,0.01669,,,,0.016895902
3775,0.017736141,,,,,,,,,,,,,,,,,0.01752,,,,0.017736141
3776,0.02022649,,,,,,,,,,,,,,,,,0.01998,,,,0.02022649
3777,0.020641548,,,,,,,,,,,,,,,,,0.02039,,,,0.020641548
3778,0.026907913,,,,,,,,,,,,,,,,,0.02658,,,,0.026907913
3779,0.029074314,,,,,,,,,,,,,,,,,0.02872,,,,0.029074314
3780,0.036029068,,,,,,,,,,,,,,,,,0.03559,,,,0.036029068
3781,0.046800332,,,,,,,,,,,,,,,,,0.04623,,,,0.046800332
3782,0.072594675,,,,,,,,,,,,,,,,,0.07171,,,,0.072594675
3783,0.101891703,,,,,,,,,,,,,,,,,0.10065,,,,0.101891703
3784,0.096870512,,,,,,,,,,,,,,,,,0.09569,,,,0.096870512
3785,0.054575079,,,,,,,,,,,,,,,,,0.05391,,,,0.054575079
3786,0.035634257,,,,,,,,,,,,,,,,,0.0352,,,,0.035634257
3787,0.029337522,,,,,,,,,,,,,,,,,0.02898,,,,0.029337522
3788,0.027697536,,,,,,,,,,,,,,,,,0.02736,,,,0.027697536
3789,0.022585235,,,,,,,,,,,,,,,,,0.02231,,,,0.022585235
3790,0.02103636,,,,,,,,,,,,,,,,,0.02078,,,,0.02103636
3791,0.019426744,,,,,,,,,,,,,,,,,0.01919,,,,0.019426744
3792,0.017047752,,,,,,,,,,,,,,,,,0.01684,,,,0.017047752
3793,0.016197389,,,,,,,,,,,,,,,,,0.016,,,,0.016197389
3794,0.015559617,,,,,,,,,,,,,,,,,0.01537,,,,0.015559617
3795,0.015144559,,,,,,,,,,,,,,,,,0.01496,,,,0.015144559
3796,0.014749748,,,,,,,,,,,,,,,,,0.01457,,,,0.014749748
3797,0.014982585,,,,,,,,,,,,,,,,,0.0148,,,,0.014982585
3798,0.016136649,,,,,,,,,,,,,,,,,0.01594,,,,0.016136649
3799,0.01728059,,,,,,,,,,,,,,,,,0.01707,,,,0.01728059
3800,0.019862049,,,,,,,,,,,,,,,,,0.01962,,,,0.019862049
3801,0.021086976,,,,,,,,,,,,,,,,,0.02083,,,,0.021086976
3802,0.026705446,,,,,,,,,,,,,,,,,0.02638,,,,0.026705446
3803,0.030299242,,,,,,,,,,,,,,,,,0.02993,,,,0.030299242
3804,0.041100876,,,,,,,,,,,,,,,,,0.0406,,,,0.041100876
3805,0.049786726,,,,,,,,,,,,,,,,,0.04918,,,,0.049786726
3806,0.069942352,,,,,,,,,,,,,,,,,0.06909,,,,0.069942352
3807,0.094319424,,,,,,,,,,,,,,,,,0.09317,,,,0.094319424
3808,0.103460825,,,,,,,,,,,,,,,,,0.1022,,,,0.103460825
3809,0.073161584,,,,,,,,,,,,,,,,,0.07227,,,,0.073161584
3810,0.04147544,,,,,,,,,,,,,,,,,0.04097,,,,0.04147544
3811,0.028517529,,,,,,,,,,,,,,,,,0.02817,,,,0.028517529
3812,0.027292601,,,,,,,,,,,,,,,,,0.02696,,,,0.027292601
3813,0.024144234,,,,,,,,,,,,,,,,,0.02385,,,,0.024144234
3814,0.021086976,,,,,,,,,,,,,,,,,0.02083,,,,0.021086976
3815,0.019507731,,,,,,,,,,,,,,,,,0.01927,,,,0.019507731
3816,0.015691221,,,,,,,,,,,,,,,,,0.0155,,,,0.015691221
3817,0.015782331,,,,,,,,,,,,,,,,,0.01559,,,,0.015782331
3818,0.014446047,,,,,,,,,,,,,,,,,0.01427,,,,0.014446047
3819,0.013534944,,,,,,,,,,,,,,,,,0.01337,,,,0.013534944
3820,0.013130009,,,,,,,,,,,,,,,,,0.01297,,,,0.013130009
3821,0.01343371,,,,,,,,,,,,,,,,,0.01327,,,,0.01343371
3822,0.014496664,,,,,,,,,,,,,,,,,0.01432,,,,0.014496664
3823,0.016015169,,,,,,,,,,,,,,,,,0.01582,,,,0.016015169
3824,0.01637961,,,,,,,,,,,,,,,,,0.01618,,,,0.01637961
3825,0.018718108,,,,,,,,,,,,,,,,,0.01849,,,,0.018718108
3826,0.020671918,,,,,,,,,,,,,,,,,0.02042,,,,0.020671918
3827,0.025561505,,,,,,,,,,,,,,,,,0.02525,,,,0.025561505
3828,0.035877218,,,,,,,,,,,,,,,,,0.03544,,,,0.035877218
3829,0.049493148,,,,,,,,,,,,,,,,,0.04889,,,,0.049493148
3830,0.080946454,,,,,,,,,,,,,,,,,0.07996,,,,0.080946454
3831,0.092527587,,,,,,,,,,,,,,,,,0.0914,,,,0.092527587
3832,0.099502588,,,,,,,,,,,,,,,,,0.09829,,,,0.099502588
3833,0.067158426,,,,,,,,,,,,,,,,,0.06634,,,,0.067158426
3834,0.039774715,,,,,,,,,,,,,,,,,0.03929,,,,0.039774715
3835,0.032921194,,,,,,,,,,,,,,,,,0.03252,,,,0.032921194
3836,0.025460272,,,,,,,,,,,,,,,,,0.02515,,,,0.025460272
3837,0.021552651,,,,,,,,,,,,,,,,,0.02129,,,,0.021552651
3838,0.019578595,,,,,,,,,,,,,,,,,0.01934,,,,0.019578595
3839,0.017655155,,,,,,,,,,,,,,,,,0.01744,,,,0.017655155
3840,0.014871228,,,,,,,,,,,,,,,,,0.01469,,,,0.014871228
3841,0.016086032,,,,,,,,,,,,,,,,,0.01589,,,,0.016086032
3842,0.014496664,,,,,,,,,,,,,,,,,0.01432,,,,0.014496664
3843,0.014446047,,,,,,,,,,,,,,,,,0.01427,,,,0.014446047
3844,0.011874711,,,,,,,,,,,,,,,,,0.01173,,,,0.011874711
3845,0.013089515,,,,,,,,,,,,,,,,,0.01293,,,,0.013089515
3846,0.015762085,,,,,,,,,,,,,,,,,0.01557,,,,0.015762085
3847,0.016177143,,,,,,,,,,,,,,,,,0.01598,,,,0.016177143
3848,0.016622571,,,,,,,,,,,,,,,,,0.01642,,,,0.016622571
3849,0.018090459,,,,,,,,,,,,,,,,,0.01787,,,,0.018090459
3850,0.019193907,,,,,,,,,,,,,,,,,0.01896,,,,0.019193907
3851,0.020246737,,,,,,,,,,,,,,,,,0.02,,,,0.020246737
3852,0.022403014,,,,,,,,,,,,,,,,,0.02213,,,,0.022403014
3853,0.028983204,,,,,,,,,,,,,,,,,0.02863,,,,0.028983204
3854,0.032101201,,,,,,,,,,,,,,,,,0.03171,,,,0.032101201
3855,0.036838938,,,,,,,,,,,,,,,,,0.03639,,,,0.036838938
3856,0.043621595,,,,,,,,,,,,,,,,,0.04309,,,,0.043621595
3857,0.032354285,,,,,,,,,,,,,,,,,0.03196,,,,0.032354285
3858,0.028477035,,,,,,,,,,,,,,,,,0.02813,,,,0.028477035
3859,0.025146447,,,,,,,,,,,,,,,,,0.02484,,,,0.025146447
3860,0.025116077,,,,,,,,,,,,,,,,,0.02481,,,,0.025116077
3861,0.023010416,,,,,,,,,,,,,,,,,0.02273,,,,0.023010416
3862,0.021016113,,,,,,,,,,,,,,,,,0.02076,,,,0.021016113
3863,0.019608965,,,,,,,,,,,,,,,,,0.01937,,,,0.019608965
3864,0.017958856,,,,,,,,,,,,,,,,,0.01774,,,,0.017958856
3865,0.016561831,,,,,,,,,,,,,,,,,0.01636,,,,0.016561831
3866,0.015944305,,,,,,,,,,,,,,,,,0.01575,,,,0.015944305
3867,0.01538752,,,,,,,,,,,,,,,,,0.0152,,,,0.01538752
3868,0.015751961,,,,,,,,,,,,,,,,,0.01556,,,,0.015751961
3869,0.0162885,,,,,,,,,,,,,,,,,0.01609,,,,0.0162885
3870,0.017108493,,,,,,,,,,,,,,,,,0.0169,,,,0.017108493
3871,0.016946519,,,,,,,,,,,,,,,,,0.01674,,,,0.016946519
3872,0.017847499,,,,,,,,,,,,,,,,,0.01763,,,,0.017847499
3873,0.019011686,,,,,,,,,,,,,,,,,0.01878,,,,0.019011686
3874,0.019831679,,,,,,,,,,,,,,,,,0.01959,,,,0.019831679
3875,0.020064516,,,,,,,,,,,,,,,,,0.01982,,,,0.020064516
3876,0.022575112,,,,,,,,,,,,,,,,,0.0223,,,,0.022575112
3877,0.026452362,,,,,,,,,,,,,,,,,0.02613,,,,0.026452362
3878,0.030046157,,,,,,,,,,,,,,,,,0.02968,,,,0.030046157
3879,0.038985092,,,,,,,,,,,,,,,,,0.03851,,,,0.038985092
3880,0.040442857,,,,,,,,,,,,,,,,,0.03995,,,,0.040442857
3881,0.031088864,,,,,,,,,,,,,,,,,0.03071,,,,0.031088864
3882,0.027535562,,,,,,,,,,,,,,,,,0.0272,,,,0.027535562
3883,0.022676345,,,,,,,,,,,,,,,,,0.0224,,,,0.022676345
3884,0.020509944,,,,,,,,,,,,,,,,,0.02026,,,,0.020509944
3885,0.019689952,,,,,,,,,,,,,,,,,0.01945,,,,0.019689952
3886,0.0192344,,,,,,,,,,,,,,,,,0.019,,,,0.0192344
3887,0.016561831,,,,,,,,,,,,,,,,,0.01636,,,,0.016561831
3888,0.015509,,,,,,,,,,,,,,,,,0.01532,,,,0.015509
3889,0.014729501,,,,,,,,,,,,,,,,,0.01455,,,,0.014729501
3890,0.013950002,,,,,,,,,,,,,,,,,0.01378,,,,0.013950002
3891,0.0133426,,,,,,,,,,,,,,,,,0.01318,,,,0.0133426
3892,0.014132222,,,,,,,,,,,,,,,,,0.01396,,,,0.014132222
3893,0.015782331,,,,,,,,,,,,,,,,,0.01559,,,,0.015782331
3894,0.017726018,,,,,,,,,,,,,,,,,0.01751,,,,0.017726018
3895,0.018535888,,,,,,,,,,,,,,,,,0.01831,,,,0.018535888
3896,0.020297354,,,,,,,,,,,,,,,,,0.02005,,,,0.020297354
3897,0.021299567,,,,,,,,,,,,,,,,,0.02104,,,,0.021299567
3898,0.022828196,,,,,,,,,,,,,,,,,0.02255,,,,0.022828196
3899,0.027171121,,,,,,,,,,,,,,,,,0.02684,,,,0.027171121
3900,0.024225221,,,,,,,,,,,,,,,,,0.02393,,,,0.024225221
3901,0.032091078,,,,,,,,,,,,,,,,,0.0317,,,,0.032091078
3902,0.038134729,,,,,,,,,,,,,,,,,0.03767,,,,0.038134729
3903,0.046597865,,,,,,,,,,,,,,,,,0.04603,,,,0.046597865
3904,0.053329905,,,,,,,,,,,,,,,,,0.05268,,,,0.053329905
3905,0.035826601,,,,,,,,,,,,,,,,,0.03539,,,,0.035826601
3906,0.032040461,,,,,,,,,,,,,,,,,0.03165,,,,0.032040461
3907,0.029043944,,,,,,,,,,,,,,,,,0.02869,,,,0.029043944
3908,0.027363465,,,,,,,,,,,,,,,,,0.02703,,,,0.027363465
3909,0.024761759,,,,,,,,,,,,,,,,,0.02446,,,,0.024761759
3910,0.021431171,,,,,,,,,,,,,,,,,0.02117,,,,0.021431171
3911,0.019791185,,,,,,,,,,,,,,,,,0.01955,,,,0.019791185
3912,0.016298623,,,,,,,,,,,,,,,,,0.0161,,,,0.016298623
3913,0.015255916,,,,,,,,,,,,,,,,,0.01507,,,,0.015255916
3914,0.014182839,,,,,,,,,,,,,,,,,0.01401,,,,0.014182839
3915,0.013676671,,,,,,,,,,,,,,,,,0.01351,,,,0.013676671
3916,0.013858891,,,,,,,,,,,,,,,,,0.01369,,,,0.013858891
3917,0.014577651,,,,,,,,,,,,,,,,,0.0144,,,,0.014577651
3918,0.015964552,,,,,,,,,,,,,,,,,0.01577,,,,0.015964552
3919,0.016136649,,,,,,,,,,,,,,,,,0.01594,,,,0.016136649
3920,0.017321083,,,,,,,,,,,,,,,,,0.01711,,,,0.017321083
3921,0.017928485,,,,,,,,,,,,,,,,,0.01771,,,,0.017928485
3922,0.020277107,,,,,,,,,,,,,,,,,0.02003,,,,0.020277107
3923,0.020418834,,,,,,,,,,,,,,,,,0.02017,,,,0.020418834
3924,0.022322027,,,,,,,,,,,,,,,,,0.02205,,,,0.022322027
3925,0.026654829,,,,,,,,,,,,,,,,,0.02633,,,,0.026654829
3926,0.029965171,,,,,,,,,,,,,,,,,0.0296,,,,0.029965171
3927,0.034125875,,,,,,,,,,,,,,,,,0.03371,,,,0.034125875
3928,0.03465229,,,,,,,,,,,,,,,,,0.03423,,,,0.03465229
3929,0.026664952,,,,,,,,,,,,,,,,,0.02634,,,,0.026664952
3930,0.021259074,,,,,,,,,,,,,,,,,0.021,,,,0.021259074
3931,0.021086976,,,,,,,,,,,,,,,,,0.02083,,,,0.021086976
3932,0.019700075,,,,,,,,,,,,,,,,,0.01946,,,,0.019700075
3933,0.018859835,,,,,,,,,,,,,,,,,0.01863,,,,0.018859835
3934,0.016571954,,,,,,,,,,,,,,,,,0.01637,,,,0.016571954
3935,0.016430227,,,,,,,,,,,,,,,,,0.01623,,,,0.016430227
3936,0.016005045,,,,,,,,,,,,,,,,,0.01581,,,,0.016005045
3937,0.014476417,,,,,,,,,,,,,,,,,0.0143,,,,0.014476417
3938,0.012846555,,,,,,,,,,,,,,,,,0.01269,,,,0.012846555
3939,0.01154064,,,,,,,,,,,,,,,,,0.0114,,,,0.01154064
3940,0.008827577,,,,,,,,,,,,,,,,,0.00872,,,,0.008827577
3941,0.01054855,,,,,,,,,,,,,,,,,0.01042,,,,0.01054855
3942,0.015093942,,,,,,,,,,,,,,,,,0.01491,,,,0.015093942
3943,0.014618144,,,,,,,,,,,,,,,,,0.01444,,,,0.014618144
3944,0.014830735,,,,,,,,,,,,,,,,,0.01465,,,,0.014830735
3945,0.015093942,,,,,,,,,,,,,,,,,0.01491,,,,0.015093942
3946,0.017169233,,,,,,,,,,,,,,,,,0.01696,,,,0.017169233
3947,0.018768725,,,,,,,,,,,,,,,,,0.01854,,,,0.018768725
3948,0.019973406,,,,,,,,,,,,,,,,,0.01973,,,,0.019973406
3949,0.027252108,,,,,,,,,,,,,,,,,0.02692,,,,0.027252108
3950,0.02686742,,,,,,,,,,,,,,,,,0.02654,,,,0.02686742
3951,0.032202435,,,,,,,,,,,,,,,,,0.03181,,,,0.032202435
3952,0.039349533,,,,,,,,,,,,,,,,,0.03887,,,,0.039349533
3953,0.030339735,,,,,,,,,,,,,,,,,0.02997,,,,0.030339735
3954,0.024387195,,,,,,,,,,,,,,,,,0.02409,,,,0.024387195
3955,0.02208919,,,,,,,,,,,,,,,,,0.02182,,,,0.02208919
3956,0.019963283,,,,,,,,,,,,,,,,,0.01972,,,,0.019963283
3957,0.020003776,,,,,,,,,,,,,,,,,0.01976,,,,0.020003776
3958,0.018130953,,,,,,,,,,,,,,,,,0.01791,,,,0.018130953
3959,0.016369487,,,,,,,,,,,,,,,,,0.01617,,,,0.016369487
3960,0.015195176,,,,,,,,,,,,,,,,,0.01501,,,,0.015195176
3961,0.01535715,,,,,,,,,,,,,,,,,0.01517,,,,0.01535715
3962,0.014223333,,,,,,,,,,,,,,,,,0.01405,,,,0.014223333
3963,0.012654211,,,,,,,,,,,,,,,,,0.0125,,,,0.012654211
3964,0.012046808,,,,,,,,,,,,,,,,,0.0119,,,,0.012046808
3965,0.012350509,,,,,,,,,,,,,,,,,0.0122,,,,0.012350509
3966,0.011247062,,,,,,,,,,,,,,,,,0.01111,,,,0.011247062
3967,0.012229029,,,,,,,,,,,,,,,,,0.01208,,,,0.012229029
3968,0.014942092,,,,,,,,,,,,,,,,,0.01476,,,,0.014942092
3969,0.017179356,,,,,,,,,,,,,,,,,0.01697,,,,0.017179356
3970,0.019669705,,,,,,,,,,,,,,,,,0.01943,,,,0.019669705
3971,0.021785489,,,,,,,,,,,,,,,,,0.02152,,,,0.021785489
3972,0.025440025,,,,,,,,,,,,,,,,,0.02513,,,,0.025440025
3973,0.029469125,,,,,,,,,,,,,,,,,0.02911,,,,0.029469125
3974,0.034368836,,,,,,,,,,,,,,,,,0.03395,,,,0.034368836
3975,0.044320107,,,,,,,,,,,,,,,,,0.04378,,,,0.044320107
3976,0.055243221,,,,,,,,,,,,,,,,,0.05457,,,,0.055243221
3977,0.039886072,,,,,,,,,,,,,,,,,0.0394,,,,0.039886072
