Hour Index,Inflated to 2020 prices,,,adjusted_value = (old_value * cpi_current) / cpi_old,,,,,,,Year,Annual,,,,,,($/kWh),,,,Inflated to 2020 prices
1852,0.016673188,,,,,,,,,,,,,,,,,0.01647,,,,0.016673188
1853,0.020965496,,,,,,,,,,,,,,,,,0.02071,,,,0.020965496
1854,0.03852954,,,,,,,,,,,,,,,,,0.03806,,,,0.03852954
1855,0.048197357,,,,,,,,,,,,,,,,,0.04761,,,,0.048197357
1856,0.035735491,,,,,,,,,,,,,,,,,0.0353,,,,0.035735491
1857,0.033062921,,,,,,,,,,,,,,,,,0.03266,,,,0.033062921
1858,0.029570359,,,,,,,,,,,,,,,,,0.02921,,,,0.029570359
1859,0.026219524,,,,,,,,,,,,,,,,,0.0259,,,,0.026219524
1860,0.024194851,,,,,,,,,,,,,,,,,0.0239,,,,0.024194851
1861,0.02308128,,,,,,,,,,,,,,,,,0.0228,,,,0.02308128
1862,0.02506546,,,,,,,,,,,,,,,,,0.02476,,,,0.02506546
1863,0.02503509,,,,,,,,,,,,,,,,,0.02473,,,,0.02503509
1864,0.025642492,,,,,,,,,,,,,,,,,0.02533,,,,0.025642492
1865,0.02494398,,,,,,,,,,,,,,,,,0.02464,,,,0.02494398
1866,0.031291332,,,,,,,,,,,,,,,,,0.03091,,,,0.031291332
1867,0.032253052,,,,,,,,,,,,,,,,,0.03186,,,,0.032253052
1868,0.030511832,,,,,,,,,,,,,,,,,0.03014,,,,0.030511832
1869,0.025521012,,,,,,,,,,,,,,,,,0.02521,,,,0.025521012
1870,0.021694379,,,,,,,,,,,,,,,,,0.02143,,,,0.021694379
1871,0.018495394,,,,,,,,,,,,,,,,,0.01827,,,,0.018495394
1872,0.014709254,,,,,,,,,,,,,,,,,0.01453,,,,0.014709254
1873,0.015225546,,,,,,,,,,,,,,,,,0.01504,,,,0.015225546
1874,0.016551707,,,,,,,,,,,,,,,,,0.01635,,,,0.016551707
1875,0.016602324,,,,,,,,,,,,,,,,,0.0164,,,,0.016602324
1876,0.019629211,,,,,,,,,,,,,,,,,0.01939,,,,0.019629211
1877,0.022878813,,,,,,,,,,,,,,,,,0.0226,,,,0.022878813
1878,0.035077472,,,,,,,,,,,,,,,,,0.03465,,,,0.035077472
1879,0.037780411,,,,,,,,,,,,,,,,,0.03732,,,,0.037780411
1880,0.031331825,,,,,,,,,,,,,,,,,0.03095,,,,0.031331825
1881,0.029074314,,,,,,,,,,,,,,,,,0.02872,,,,0.029074314
1882,0.028193581,,,,,,,,,,,,,,,,,0.02785,,,,0.028193581
1883,0.026907913,,,,,,,,,,,,,,,,,0.02658,,,,0.026907913
1884,0.025247681,,,,,,,,,,,,,,,,,0.02494,,,,0.025247681
1885,0.02509583,,,,,,,,,,,,,,,,,0.02479,,,,0.02509583
1886,0.026290388,,,,,,,,,,,,,,,,,0.02597,,,,0.026290388
1887,0.026725693,,,,,,,,,,,,,,,,,0.0264,,,,0.026725693
1888,0.031028124,,,,,,,,,,,,,,,,,0.03065,,,,0.031028124
1889,0.033123661,,,,,,,,,,,,,,,,,0.03272,,,,0.033123661
1890,0.042993946,,,,,,,,,,,,,,,,,0.04247,,,,0.042993946
1891,0.054990137,,,,,,,,,,,,,,,,,0.05432,,,,0.054990137
1892,0.052287198,,,,,,,,,,,,,,,,,0.05165,,,,0.052287198
1893,0.029924677,,,,,,,,,,,,,,,,,0.02956,,,,0.029924677
1894,0.02788988,,,,,,,,,,,,,,,,,0.02755,,,,0.02788988
1895,0.024893363,,,,,,,,,,,,,,,,,0.02459,,,,0.024893363
1896,0.02028723,,,,,,,,,,,,,,,,,0.02004,,,,0.02028723
1897,0.01914329,,,,,,,,,,,,,,,,,0.01891,,,,0.01914329
1898,0.019659581,,,,,,,,,,,,,,,,,0.01942,,,,0.019659581
1899,0.018900329,,,,,,,,,,,,,,,,,0.01867,,,,0.018900329
1900,0.020145503,,,,,,,,,,,,,,,,,0.0199,,,,0.020145503
1901,0.02320276,,,,,,,,,,,,,,,,,0.02292,,,,0.02320276
1902,0.048035383,,,,,,,,,,,,,,,,,0.04745,,,,0.048035383
1903,0.051203997,,,,,,,,,,,,,,,,,0.05058,,,,0.051203997
1904,0.036474496,,,,,,,,,,,,,,,,,0.03603,,,,0.036474496
1905,0.037011035,,,,,,,,,,,,,,,,,0.03656,,,,0.037011035
1906,0.030572573,,,,,,,,,,,,,,,,,0.0302,,,,0.030572573
1907,0.029074314,,,,,,,,,,,,,,,,,0.02872,,,,0.029074314
1908,0.025895576,,,,,,,,,,,,,,,,,0.02558,,,,0.025895576
1909,0.026664952,,,,,,,,,,,,,,,,,0.02634,,,,0.026664952
1910,0.026715569,,,,,,,,,,,,,,,,,0.02639,,,,0.026715569
1911,0.028831353,,,,,,,,,,,,,,,,,0.02848,,,,0.028831353
1912,0.032141695,,,,,,,,,,,,,,,,,0.03175,,,,0.032141695
1913,0.032263175,,,,,,,,,,,,,,,,,0.03187,,,,0.032263175
1914,0.034520686,,,,,,,,,,,,,,,,,0.0341,,,,0.034520686
1915,0.041981609,,,,,,,,,,,,,,,,,0.04147,,,,0.041981609
1916,0.039987305,,,,,,,,,,,,,,,,,0.0395,,,,0.039987305
1917,0.026573842,,,,,,,,,,,,,,,,,0.02625,,,,0.026573842
1918,0.024123987,,,,,,,,,,,,,,,,,0.02383,,,,0.024123987
1919,0.020337847,,,,,,,,,,,,,,,,,0.02009,,,,0.020337847
1920,0.014739624,,,,,,,,,,,,,,,,,0.01456,,,,0.014739624
1921,0.013231243,,,,,,,,,,,,,,,,,0.01307,,,,0.013231243
1922,0.013808275,,,,,,,,,,,,,,,,,0.01364,,,,0.013808275
1923,0.013666547,,,,,,,,,,,,,,,,,0.0135,,,,0.013666547
1924,0.016035416,,,,,,,,,,,,,,,,,0.01584,,,,0.016035416
1925,0.01914329,,,,,,,,,,,,,,,,,0.01891,,,,0.01914329
1926,0.028608639,,,,,,,,,,,,,,,,,0.02826,,,,0.028608639
1927,0.024609909,,,,,,,,,,,,,,,,,0.02431,,,,0.024609909
1928,0.024093617,,,,,,,,,,,,,,,,,0.0238,,,,0.024093617
1929,0.027171121,,,,,,,,,,,,,,,,,0.02684,,,,0.027171121
1930,0.021694379,,,,,,,,,,,,,,,,,0.02143,,,,0.021694379
1931,0.020631425,,,,,,,,,,,,,,,,,0.02038,,,,0.020631425
1932,0.02025686,,,,,,,,,,,,,,,,,0.02001,,,,0.02025686
1933,0.020742782,,,,,,,,,,,,,,,,,0.02049,,,,0.020742782
1934,0.020641548,,,,,,,,,,,,,,,,,0.02039,,,,0.020641548
1935,0.020550438,,,,,,,,,,,,,,,,,0.0203,,,,0.020550438
1936,0.021319814,,,,,,,,,,,,,,,,,0.02106,,,,0.021319814
1937,0.020854139,,,,,,,,,,,,,,,,,0.0206,,,,0.020854139
1938,0.019730445,,,,,,,,,,,,,,,,,0.01949,,,,0.019730445
1939,0.020985743,,,,,,,,,,,,,,,,,0.02073,,,,0.020985743
1940,0.021056606,,,,,,,,,,,,,,,,,0.0208,,,,0.021056606
1941,0.019285017,,,,,,,,,,,,,,,,,0.01905,,,,0.019285017
1942,0.018262557,,,,,,,,,,,,,,,,,0.01804,,,,0.018262557
1943,0.014122099,,,,,,,,,,,,,,,,,0.01395,,,,0.014122099
1944,0.012360633,,,,,,,,,,,,,,,,,0.01221,,,,0.012360633
1945,0.011520393,,,,,,,,,,,,,,,,,0.01138,,,,0.011520393
1946,0.011378666,,,,,,,,,,,,,,,,,0.01124,,,,0.011378666
1947,0.012107549,,,,,,,,,,,,,,,,,0.01196,,,,0.012107549
1948,0.013636177,,,,,,,,,,,,,,,,,0.01347,,,,0.013636177
1949,0.015073696,,,,,,,,,,,,,,,,,0.01489,,,,0.015073696
1950,0.017958856,,,,,,,,,,,,,,,,,0.01774,,,,0.017958856
1951,0.019679828,,,,,,,,,,,,,,,,,0.01944,,,,0.019679828
1952,0.022969923,,,,,,,,,,,,,,,,,0.02269,,,,0.022969923
1953,0.023516585,,,,,,,,,,,,,,,,,0.02323,,,,0.023516585
1954,0.023486215,,,,,,,,,,,,,,,,,0.0232,,,,0.023486215
1955,0.023506461,,,,,,,,,,,,,,,,,0.02322,,,,0.023506461
1956,0.022301781,,,,,,,,,,,,,,,,,0.02203,,,,0.022301781
1957,0.023364734,,,,,,,,,,,,,,,,,0.02308,,,,0.023364734
1958,0.023030663,,,,,,,,,,,,,,,,,0.02275,,,,0.023030663
1959,0.023152144,,,,,,,,,,,,,,,,,0.02287,,,,0.023152144
1960,0.023273624,,,,,,,,,,,,,,,,,0.02299,,,,0.023273624
1961,0.024549168,,,,,,,,,,,,,,,,,0.02425,,,,0.024549168
1962,0.024751636,,,,,,,,,,,,,,,,,0.02445,,,,0.024751636
1963,0.034378959,,,,,,,,,,,,,,,,,0.03396,,,,0.034378959
1964,0.029479249,,,,,,,,,,,,,,,,,0.02912,,,,0.029479249
1965,0.022868689,,,,,,,,,,,,,,,,,0.02259,,,,0.022868689
1966,0.020844016,,,,,,,,,,,,,,,,,0.02059,,,,0.020844016
1967,0.019224277,,,,,,,,,,,,,,,,,0.01899,,,,0.019224277
1968,0.015185053,,,,,,,,,,,,,,,,,0.015,,,,0.015185053
1969,0.013332476,,,,,,,,,,,,,,,,,0.01317,,,,0.013332476
1970,0.011520393,,,,,,,,,,,,,,,,,0.01138,,,,0.011520393
1971,0.010720647,,,,,,,,,,,,,,,,,0.01059,,,,0.010720647
1972,0.01253273,,,,,,,,,,,,,,,,,0.01238,,,,0.01253273
1973,0.013534944,,,,,,,,,,,,,,,,,0.01337,,,,0.013534944
1974,0.014273949,,,,,,,,,,,,,,,,,0.0141,,,,0.014273949
1975,0.016136649,,,,,,,,,,,,,,,,,0.01594,,,,0.016136649
1976,0.020216367,,,,,,,,,,,,,,,,,0.01997,,,,0.020216367
1977,0.021259074,,,,,,,,,,,,,,,,,0.021,,,,0.021259074
1978,0.024488428,,,,,,,,,,,,,,,,,0.02419,,,,0.024488428
1979,0.025915823,,,,,,,,,,,,,,,,,0.0256,,,,0.025915823
1980,0.027029394,,,,,,,,,,,,,,,,,0.0267,,,,0.027029394
1981,0.027970867,,,,,,,,,,,,,,,,,0.02763,,,,0.027970867
1982,0.028264445,,,,,,,,,,,,,,,,,0.02792,,,,0.028264445
1983,0.031240715,,,,,,,,,,,,,,,,,0.03086,,,,0.031240715
1984,0.038357443,,,,,,,,,,,,,,,,,0.03789,,,,0.038357443
1985,0.036909801,,,,,,,,,,,,,,,,,0.03646,,,,0.036909801
1986,0.038256209,,,,,,,,,,,,,,,,,0.03779,,,,0.038256209
1987,0.046982553,,,,,,,,,,,,,,,,,0.04641,,,,0.046982553
1988,0.044431464,,,,,,,,,,,,,,,,,0.04389,,,,0.044431464
1989,0.028051854,,,,,,,,,,,,,,,,,0.02771,,,,0.028051854
1990,0.026411868,,,,,,,,,,,,,,,,,0.02609,,,,0.026411868
1991,0.022271411,,,,,,,,,,,,,,,,,0.022,,,,0.022271411
1992,0.02010501,,,,,,,,,,,,,,,,,0.01986,,,,0.02010501
1993,0.019031933,,,,,,,,,,,,,,,,,0.0188,,,,0.019031933
1994,0.019497608,,,,,,,,,,,,,,,,,0.01926,,,,0.019497608
1995,0.018809219,,,,,,,,,,,,,,,,,0.01858,,,,0.018809219
1996,0.020094886,,,,,,,,,,,,,,,,,0.01985,,,,0.020094886
1997,0.023040787,,,,,,,,,,,,,,,,,0.02276,,,,0.023040787
1998,0.029631099,,,,,,,,,,,,,,,,,0.02927,,,,0.029631099
1999,0.028203704,,,,,,,,,,,,,,,,,0.02786,,,,0.028203704
2000,0.029307152,,,,,,,,,,,,,,,,,0.02895,,,,0.029307152
2001,0.028173334,,,,,,,,,,,,,,,,,0.02783,,,,0.028173334
2002,0.030359982,,,,,,,,,,,,,,,,,0.02999,,,,0.030359982
2003,0.031129358,,,,,,,,,,,,,,,,,0.03075,,,,0.031129358
2004,0.033356499,,,,,,,,,,,,,,,,,0.03295,,,,0.033356499
2005,0.033224895,,,,,,,,,,,,,,,,,0.03282,,,,0.033224895
2006,0.04030113,,,,,,,,,,,,,,,,,0.03981,,,,0.04030113
2007,0.046800332,,,,,,,,,,,,,,,,,0.04623,,,,0.046800332
2008,0.057865174,,,,,,,,,,,,,,,,,0.05716,,,,0.057865174
2009,0.044421341,,,,,,,,,,,,,,,,,0.04388,,,,0.044421341
2010,0.043803815,,,,,,,,,,,,,,,,,0.04327,,,,0.043803815
2011,0.043459621,,,,,,,,,,,,,,,,,0.04293,,,,0.043459621
2012,0.04225494,,,,,,,,,,,,,,,,,0.04174,,,,0.04225494
2013,0.030268872,,,,,,,,,,,,,,,,,0.0299,,,,0.030268872
2014,0.024407441,,,,,,,,,,,,,,,,,0.02411,,,,0.024407441
2015,0.021329937,,,,,,,,,,,,,,,,,0.02107,,,,0.021329937
2016,0.015438137,,,,,,,,,,,,,,,,,0.01525,,,,0.015438137
2017,0.014506787,,,,,,,,,,,,,,,,,0.01433,,,,0.014506787
2018,0.015802578,,,,,,,,,,,,,,,,,0.01561,,,,0.015802578
2019,0.014931968,,,,,,,,,,,,,,,,,0.01475,,,,0.014931968
2020,0.015397643,,,,,,,,,,,,,,,,,0.01521,,,,0.015397643
2021,0.018141076,,,,,,,,,,,,,,,,,0.01792,,,,0.018141076
2022,0.024488428,,,,,,,,,,,,,,,,,0.02419,,,,0.024488428
2023,0.024002507,,,,,,,,,,,,,,,,,0.02371,,,,0.024002507
2024,0.02413411,,,,,,,,,,,,,,,,,0.02384,,,,0.02413411
2025,0.025288174,,,,,,,,,,,,,,,,,0.02498,,,,0.025288174
2026,0.023941766,,,,,,,,,,,,,,,,,0.02365,,,,0.023941766
2027,0.023749422,,,,,,,,,,,,,,,,,0.02346,,,,0.023749422
2028,0.023891149,,,,,,,,,,,,,,,,,0.0236,,,,0.023891149
2029,0.02413411,,,,,,,,,,,,,,,,,0.02384,,,,0.02413411
2030,0.024852869,,,,,,,,,,,,,,,,,0.02455,,,,0.024852869
2031,0.026017057,,,,,,,,,,,,,,,,,0.0257,,,,0.026017057
2032,0.029327398,,,,,,,,,,,,,,,,,0.02897,,,,0.029327398
2033,0.027231861,,,,,,,,,,,,,,,,,0.0269,,,,0.027231861
2034,0.026381498,,,,,,,,,,,,,,,,,0.02606,,,,0.026381498
2035,0.026310635,,,,,,,,,,,,,,,,,0.02599,,,,0.026310635
2036,0.025348915,,,,,,,,,,,,,,,,,0.02504,,,,0.025348915
2037,0.020347971,,,,,,,,,,,,,,,,,0.0201,,,,0.020347971
2038,0.016997136,,,,,,,,,,,,,,,,,0.01679,,,,0.016997136
2039,0.014466293,,,,,,,,,,,,,,,,,0.01429,,,,0.014466293
2040,0.011753231,,,,,,,,,,,,,,,,,0.01161,,,,0.011753231
2041,0.009100908,,,,,,,,,,,,,,,,,0.00899,,,,0.009100908
2042,0.008665603,,,,,,,,,,,,,,,,,0.00856,,,,0.008665603
2043,0.009242635,,,,,,,,,,,,,,,,,0.00913,,,,0.009242635
2044,0.012310016,,,,,,,,,,,,,,,,,0.01216,,,,0.012310016
2045,0.014911722,,,,,,,,,,,,,,,,,0.01473,,,,0.014911722
2046,0.033356499,,,,,,,,,,,,,,,,,0.03295,,,,0.033356499
2047,0.021987956,,,,,,,,,,,,,,,,,0.02172,,,,0.021987956
2048,0.021309691,,,,,,,,,,,,,,,,,0.02105,,,,0.021309691
2049,0.025743726,,,,,,,,,,,,,,,,,0.02543,,,,0.025743726
2050,0.017958856,,,,,,,,,,,,,,,,,0.01774,,,,0.017958856
2051,0.017199603,,,,,,,,,,,,,,,,,0.01699,,,,0.017199603
2052,0.016814915,,,,,,,,,,,,,,,,,0.01661,,,,0.016814915
2053,0.018141076,,,,,,,,,,,,,,,,,0.01792,,,,0.018141076
2054,0.01818157,,,,,,,,,,,,,,,,,0.01796,,,,0.01818157
2055,0.018505517,,,,,,,,,,,,,,,,,0.01828,,,,0.018505517
2056,0.018819342,,,,,,,,,,,,,,,,,0.01859,,,,0.018819342
2057,0.01818157,,,,,,,,,,,,,,,,,0.01796,,,,0.01818157
2058,0.018738355,,,,,,,,,,,,,,,,,0.01851,,,,0.018738355
2059,0.017989226,,,,,,,,,,,,,,,,,0.01777,,,,0.017989226
2060,0.019517854,,,,,,,,,,,,,,,,,0.01928,,,,0.019517854
2061,0.016885779,,,,,,,,,,,,,,,,,0.01668,,,,0.016885779
2062,0.01238088,,,,,,,,,,,,,,,,,0.01223,,,,0.01238088
2063,0.00952609,,,,,,,,,,,,,,,,,0.00941,,,,0.00952609
2064,0.009050291,,,,,,,,,,,,,,,,,0.00894,,,,0.009050291
2065,0.008695973,,,,,,,,,,,,,,,,,0.00859,,,,0.008695973
2066,0.007653267,,,,,,,,,,,,,,,,,0.00756,,,,0.007653267
2067,0.007400182,,,,,,,,,,,,,,,,,0.00731,,,,0.007400182
2068,0.009515966,,,,,,,,,,,,,,,,,0.0094,,,,0.009515966
2069,0.012876925,,,,,,,,,,,,,,,,,0.01272,,,,0.012876925
2070,0.01839416,,,,,,,,,,,,,,,,,0.01817,,,,0.01839416
2071,0.019153413,,,,,,,,,,,,,,,,,0.01892,,,,0.019153413
2072,0.018566258,,,,,,,,,,,,,,,,,0.01834,,,,0.018566258
2073,0.019345757,,,,,,,,,,,,,,,,,0.01911,,,,0.019345757
2074,0.019366004,,,,,,,,,,,,,,,,,0.01913,,,,0.019366004
2075,0.020044269,,,,,,,,,,,,,,,,,0.0198,,,,0.020044269
2076,0.021178087,,,,,,,,,,,,,,,,,0.02092,,,,0.021178087
2077,0.020894632,,,,,,,,,,,,,,,,,0.02064,,,,0.020894632
2078,0.023010416,,,,,,,,,,,,,,,,,0.02273,,,,0.023010416
2079,0.022737085,,,,,,,,,,,,,,,,,0.02246,,,,0.022737085
2080,0.022757332,,,,,,,,,,,,,,,,,0.02248,,,,0.022757332
2081,0.022969923,,,,,,,,,,,,,,,,,0.02269,,,,0.022969923
2082,0.022220794,,,,,,,,,,,,,,,,,0.02195,,,,0.022220794
2083,0.021765242,,,,,,,,,,,,,,,,,0.0215,,,,0.021765242
2084,0.020641548,,,,,,,,,,,,,,,,,0.02039,,,,0.020641548
2085,0.019163536,,,,,,,,,,,,,,,,,0.01893,,,,0.019163536
2086,0.017989226,,,,,,,,,,,,,,,,,0.01777,,,,0.017989226
2087,0.014030989,,,,,,,,,,,,,,,,,0.01386,,,,0.014030989
2088,0.010599167,,,,,,,,,,,,,,,,,0.01047,,,,0.010599167
2089,0.008695973,,,,,,,,,,,,,,,,,0.00859,,,,0.008695973
2090,0.008402396,,,,,,,,,,,,,,,,,0.0083,,,,0.008402396
2091,0.00871622,,,,,,,,,,,,,,,,,0.00861,,,,0.00871622
2092,0.010437193,,,,,,,,,,,,,,,,,0.01031,,,,0.010437193
2093,0.013828521,,,,,,,,,,,,,,,,,0.01366,,,,0.013828521
2094,0.021390677,,,,,,,,,,,,,,,,,0.02113,,,,0.021390677
2095,0.022403014,,,,,,,,,,,,,,,,,0.02213,,,,0.022403014
2096,0.021410924,,,,,,,,,,,,,,,,,0.02115,,,,0.021410924
2097,0.020054393,,,,,,,,,,,,,,,,,0.01981,,,,0.020054393
2098,0.020965496,,,,,,,,,,,,,,,,,0.02071,,,,0.020965496
2099,0.021653885,,,,,,,,,,,,,,,,,0.02139,,,,0.021653885
2100,0.022079067,,,,,,,,,,,,,,,,,0.02181,,,,0.022079067
2101,0.023445721,,,,,,,,,,,,,,,,,0.02316,,,,0.023445721
2102,0.027414082,,,,,,,,,,,,,,,,,0.02708,,,,0.027414082
2103,0.030623189,,,,,,,,,,,,,,,,,0.03025,,,,0.030623189
2104,0.038154976,,,,,,,,,,,,,,,,,0.03769,,,,0.038154976
2105,0.029266658,,,,,,,,,,,,,,,,,0.02891,,,,0.029266658
2106,0.025217311,,,,,,,,,,,,,,,,,0.02491,,,,0.025217311
2107,0.035452036,,,,,,,,,,,,,,,,,0.03502,,,,0.035452036
2108,0.023962013,,,,,,,,,,,,,,,,,0.02367,,,,0.023962013
2109,0.020206243,,,,,,,,,,,,,,,,,0.01996,,,,0.020206243
2110,0.02028723,,,,,,,,,,,,,,,,,0.02004,,,,0.02028723
2111,0.014668761,,,,,,,,,,,,,,,,,0.01449,,,,0.014668761
2112,0.010953485,,,,,,,,,,,,,,,,,0.01082,,,,0.010953485
2113,0.010305589,,,,,,,,,,,,,,,,,0.01018,,,,0.010305589
2114,0.009809544,,,,,,,,,,,,,,,,,0.00969,,,,0.009809544
2115,0.008635233,,,,,,,,,,,,,,,,,0.00853,,,,0.008635233
2116,0.012694704,,,,,,,,,,,,,,,,,0.01254,,,,0.012694704
2117,0.011115459,,,,,,,,,,,,,,,,,0.01098,,,,0.011115459
2118,0.009030045,,,,,,,,,,,,,,,,,0.00892,,,,0.009030045
2119,0.011145829,,,,,,,,,,,,,,,,,0.01101,,,,0.011145829
2120,0.014132222,,,,,,,,,,,,,,,,,0.01396,,,,0.014132222
2121,0.017199603,,,,,,,,,,,,,,,,,0.01699,,,,0.017199603
2122,0.019366004,,,,,,,,,,,,,,,,,0.01913,,,,0.019366004
2123,0.020307477,,,,,,,,,,,,,,,,,0.02006,,,,0.020307477
2124,0.019436867,,,,,,,,,,,,,,,,,0.0192,,,,0.019436867
2125,0.018991439,,,,,,,,,,,,,,,,,0.01876,,,,0.018991439
2126,0.020246737,,,,,,,,,,,,,,,,,0.02,,,,0.020246737
2127,0.018940822,,,,,,,,,,,,,,,,,0.01871,,,,0.018940822
2128,0.018465024,,,,,,,,,,,,,,,,,0.01824,,,,0.018465024
2129,0.018940822,,,,,,,,,,,,,,,,,0.01871,,,,0.018940822
2130,0.019963283,,,,,,,,,,,,,,,,,0.01972,,,,0.019963283
2131,0.024832623,,,,,,,,,,,,,,,,,0.02453,,,,0.024832623
2132,0.032809837,,,,,,,,,,,,,,,,,0.03241,,,,0.032809837
2133,0.021572898,,,,,,,,,,,,,,,,,0.02131,,,,0.021572898
2134,0.020570685,,,,,,,,,,,,,,,,,0.02032,,,,0.020570685
2135,0.019578595,,,,,,,,,,,,,,,,,0.01934,,,,0.019578595
2136,0.019770939,,,,,,,,,,,,,,,,,0.01953,,,,0.019770939
2137,0.018981316,,,,,,,,,,,,,,,,,0.01875,,,,0.018981316
2138,0.01824231,,,,,,,,,,,,,,,,,0.01802,,,,0.01824231
2139,0.018566258,,,,,,,,,,,,,,,,,0.01834,,,,0.018566258
2140,0.018880082,,,,,,,,,,,,,,,,,0.01865,,,,0.018880082
2141,0.018859835,,,,,,,,,,,,,,,,,0.01863,,,,0.018859835
2142,0.020570685,,,,,,,,,,,,,,,,,0.02032,,,,0.020570685
2143,0.022635852,,,,,,,,,,,,,,,,,0.02236,,,,0.022635852
2144,0.024842746,,,,,,,,,,,,,,,,,0.02454,,,,0.024842746
2145,0.0299348,,,,,,,,,,,,,,,,,0.02957,,,,0.0299348
2146,0.0299348,,,,,,,,,,,,,,,,,0.02957,,,,0.0299348
2147,0.029286905,,,,,,,,,,,,,,,,,0.02893,,,,0.029286905
2148,0.027343218,,,,,,,,,,,,,,,,,0.02701,,,,0.027343218
2149,0.02509583,,,,,,,,,,,,,,,,,0.02479,,,,0.02509583
2150,0.022190424,,,,,,,,,,,,,,,,,0.02192,,,,0.022190424
2151,0.021886723,,,,,,,,,,,,,,,,,0.02162,,,,0.021886723
2152,0.023486215,,,,,,,,,,,,,,,,,0.0232,,,,0.023486215
2153,0.02599681,,,,,,,,,,,,,,,,,0.02568,,,,0.02599681
2154,0.029094561,,,,,,,,,,,,,,,,,0.02874,,,,0.029094561
2155,0.041080629,,,,,,,,,,,,,,,,,0.04058,,,,0.041080629
2156,0.049543765,,,,,,,,,,,,,,,,,0.04894,,,,0.049543765
2157,0.032101201,,,,,,,,,,,,,,,,,0.03171,,,,0.032101201
2158,0.026472608,,,,,,,,,,,,,,,,,0.02615,,,,0.026472608
2159,0.025672862,,,,,,,,,,,,,,,,,0.02536,,,,0.025672862
2160,0.022949676,,,,,,,,,,,,,,,,,0.02267,,,,0.022949676
2161,0.02214993,,,,,,,,,,,,,,,,,0.02188,,,,0.02214993
2162,0.022332151,,,,,,,,,,,,,,,,,0.02206,,,,0.022332151
2163,0.023263501,,,,,,,,,,,,,,,,,0.02298,,,,0.023263501
2164,0.025217311,,,,,,,,,,,,,,,,,0.02491,,,,0.025217311
2165,0.034551056,,,,,,,,,,,,,,,,,0.03413,,,,0.034551056
2166,0.094066339,,,,,,,,,,,,,,,,,0.09292,,,,0.094066339
2167,0.079033137,,,,,,,,,,,,,,,,,0.07807,,,,0.079033137
2168,0.053987924,,,,,,,,,,,,,,,,,0.05333,,,,0.053987924
2169,0.045059113,,,,,,,,,,,,,,,,,0.04451,,,,0.045059113
2170,0.034551056,,,,,,,,,,,,,,,,,0.03413,,,,0.034551056
2171,0.031159728,,,,,,,,,,,,,,,,,0.03078,,,,0.031159728
2172,0.026573842,,,,,,,,,,,,,,,,,0.02625,,,,0.026573842
2173,0.025784219,,,,,,,,,,,,,,,,,0.02547,,,,0.025784219
2174,0.023901273,,,,,,,,,,,,,,,,,0.02361,,,,0.023901273
2175,0.023536832,,,,,,,,,,,,,,,,,0.02325,,,,0.023536832
2176,0.024478305,,,,,,,,,,,,,,,,,0.02418,,,,0.024478305
2177,0.026229648,,,,,,,,,,,,,,,,,0.02591,,,,0.026229648
2178,0.031777253,,,,,,,,,,,,,,,,,0.03139,,,,0.031777253
2179,0.042609258,,,,,,,,,,,,,,,,,0.04209,,,,0.042609258
2180,0.038509293,,,,,,,,,,,,,,,,,0.03804,,,,0.038509293
2181,0.024711142,,,,,,,,,,,,,,,,,0.02441,,,,0.024711142
2182,0.021785489,,,,,,,,,,,,,,,,,0.02152,,,,0.021785489
2183,0.019416621,,,,,,,,,,,,,,,,,0.01918,,,,0.019416621
2184,0.015306533,,,,,,,,,,,,,,,,,0.01512,,,,0.015306533
2185,0.012917418,,,,,,,,,,,,,,,,,0.01276,,,,0.012917418
2186,0.01166212,,,,,,,,,,,,,,,,,0.01152,,,,0.01166212
2187,0.011591257,,,,,,,,,,,,,,,,,0.01145,,,,0.011591257
2188,0.014000619,,,,,,,,,,,,,,,,,0.01383,,,,0.014000619
2189,0.020368217,,,,,,,,,,,,,,,,,0.02012,,,,0.020368217
2190,0.039288793,,,,,,,,,,,,,,,,,0.03881,,,,0.039288793
2191,0.035016731,,,,,,,,,,,,,,,,,0.03459,,,,0.035016731
2192,0.02401263,,,,,,,,,,,,,,,,,0.02372,,,,0.02401263
2193,0.022696592,,,,,,,,,,,,,,,,,0.02242,,,,0.022696592
2194,0.01926477,,,,,,,,,,,,,,,,,0.01903,,,,0.01926477
2195,0.018616875,,,,,,,,,,,,,,,,,0.01839,,,,0.018616875
2196,0.018120829,,,,,,,,,,,,,,,,,0.0179,,,,0.018120829
2197,0.019021809,,,,,,,,,,,,,,,,,0.01879,,,,0.019021809
2198,0.019031933,,,,,,,,,,,,,,,,,0.0188,,,,0.019031933
2199,0.017786758,,,,,,,,,,,,,,,,,0.01757,,,,0.017786758
2200,0.018839589,,,,,,,,,,,,,,,,,0.01861,,,,0.018839589
2201,0.017898115,,,,,,,,,,,,,,,,,0.01768,,,,0.017898115
2202,0.017381824,,,,,,,,,,,,,,,,,0.01717,,,,0.017381824
2203,0.017381824,,,,,,,,,,,,,,,,,0.01717,,,,0.017381824
2204,0.018232187,,,,,,,,,,,,,,,,,0.01801,,,,0.018232187
2205,0.015589987,,,,,,,,,,,,,,,,,0.0154,,,,0.015589987
2206,0.013990495,,,,,,,,,,,,,,,,,0.01382,,,,0.013990495
2207,0.011034472,,,,,,,,,,,,,,,,,0.0109,,,,0.011034472
