Hour ,$/kWh,$/MWh,,,,,,,,,,Settlement Point Price,,,Year,Mean,Min ,Max,Std Dev
1,0.01127,11.27,,0.021945625,,,,,,,,12.27,,,2016, $0.02 , $0.00 , $0.30 ,0.0147
2,0.01004,10.04,,,,,,,,,,11.53,,,2017, $0.03 , $0.00 , $0.27 ,0.0107
3,0.00958,9.58,,,,,,,,,,11.10,,,2018, $0.03 , $0.01 , $2.13 ,0.0779
4,0.00995,9.95,,,,,,,,,,10.99,,,2019, $0.04 , $0.00 , $5.07 ,0.1662
5,0.01022,10.22,,,,,,,,,,11.44,,,2020, $0.02 , $0.00 , $2.02 ,0.0361
6,0.01079,10.79,,,,,,,,,,13.53,,,,,,,
7,0.01342,13.42,,,,,,,,,,14.76,,,,,,,
8,0.01431,14.31,,,,,,,,,,15.84,,,*inflation adjusted (2020 dollars),,,,
9,0.01443,14.43,,,,,,,,,,20.98,,,,,,,
10,0.01463,14.63,,,,,,,,,,23.53,,,,,,,
11,0.01422,14.22,,,,,,,,,,22.14,,,,,,,
12,0.01352,13.52,,,,,,,,,,18.51,,,,,,,
13,0.01265,12.65,,,,,,,,,,15.83,,,,,,,
14,0.01194,11.94,,,,,,,,,,14.72,,,,,,,
15,0.0116,11.6,,,,,,,,,,14.83,,,,,,,
16,0.01074,10.74,,,,,,,,,,13.67,,,,,,,
17,0.01208,12.08,,,,,,,,,,14.62,,,,,,,
18,0.01591,15.91,,,,,,,,,,17.02,,,,,,,
19,0.0163,16.3,,,,,,,,,,18.29,,,,,,,
20,0.01511,15.11,,,,,,,,,,15.62,,,,,,,
21,0.01408,14.08,,,,,,,,,,14.69,,,,,,,
22,0.01272,12.72,,,,,,,,,,14.03,,,,,,,
23,0.01353,13.53,,,,,,,,,,11.82,,,,,,,
24,0.01519,15.19,,,,,,,,,,11.54,,,,,,,
25,0.0103,10.3,,,,,,,,,,9.68,,,,,,,
26,0.00617,6.17,,,,,,,,,,8.17,,,,,,,
27,0.00597,5.97,,,,,,,,,,7.54,,,,,,,
28,0.00674,6.74,,,,,,,,,,8.15,,,,,,,
29,0.00879,8.79,,,,,,,,,,9.51,,,,,,,
30,0.01058,10.58,,,,,,,,,,10.07,,,,,,,
31,0.01354,13.54,,,,,,,,,,14.45,,,,,,,
32,0.01645,16.45,,,,,,,,,,17.42,,,,,,,
33,0.01839,18.39,,,,,,,,,,16.06,,,,,,,
34,0.01722,17.22,,,,,,,,,,15.39,,,,,,,
35,0.01778,17.78,,,,,,,,,,14.26,,,,,,,
36,0.01614,16.14,,,,,,,,,,13.20,,,,,,,
37,0.01617,16.17,,,,,,,,,,11.68,,,,,,,
38,0.01614,16.14,,,,,,,,,,9.29,,,,,,,
39,0.01691,16.91,,,,,,,,,,7.98,,,,,,,
40,0.01589,15.89,,,,,,,,,,8.11,,,,,,,
41,0.01751,17.51,,,,,,,,,,8.05,,,,,,,
42,0.02561,25.61,,,,,,,,,,7.87,,,,,,,
43,0.02834,28.34,,,,,,,,,,9.98,,,,,,,
44,0.02038,20.38,,,,,,,,,,9.34,,,,,,,
45,0.01861,18.61,,,,,,,,,,8.81,,,,,,,
46,0.01793,17.93,,,,,,,,,,9.60,,,,,,,
47,0.01837,18.37,,,,,,,,,,8.57,,,,,,,
48,0.01849,18.49,,,,,,,,,,7.38,,,,,,,
49,0.01418,14.18,,,,,,,,,,5.87,,,,,,,
50,0.01295,12.95,,,,,,,,,,5.41,,,,,,,
51,0.01238,12.38,,,,,,,,,,5.54,,,,,,,
52,0.0123,12.3,,,,,,,,,,5.31,,,,,,,
53,0.01265,12.65,,,,,,,,,,6.13,,,,,,,
54,0.01253,12.53,,,,,,,,,,8.45,,,,,,,
55,0.02099,20.99,,,,,,,,,,12.82,,,,,,,
56,0.01913,19.13,,,,,,,,,,13.24,,,,,,,
57,0.0191,19.1,,,,,,,,,,14.76,,,,,,,
58,0.01778,17.78,,,,,,,,,,15.71,,,,,,,
59,0.0151,15.1,,,,,,,,,,14.91,,,,,,,
60,0.01407,14.07,,,,,,,,,,10.61,,,,,,,
61,0.01396,13.96,,,,,,,,,,12,,,,,,,
62,0.01369,13.69,,,,,,,,,,12.59,,,,,,,
63,0.01364,13.64,,,,,,,,,,12.94,,,,,,,
64,0.01363,13.63,,,,,,,,,,12.05,,,,,,,
65,0.01415,14.15,,,,,,,,,,11.98,,,,,,,
66,0.02132,21.32,,,,,,,,,,17.63,,,,,,,
67,0.01998,19.98,,,,,,,,,,14.16,,,,,,,
68,0.0212,21.2,,,,,,,,,,12.72,,,,,,,
69,0.02146,21.46,,,,,,,,,,11.64,,,,,,,
70,0.02115,21.15,,,,,,,,,,12.27,,,,,,,
71,0.01755,17.55,,,,,,,,,,11.78,,,,,,,
72,0.01772,17.72,,,,,,,,,,10.81,,,,,,,
73,0.01889,18.89,,,,,,,,,,5.71,,,,,,,
74,0.01798,17.98,,,,,,,,,,5.10,,,,,,,
75,0.01691,16.91,,,,,,,,,,4.81,,,,,,,
76,0.01555,15.55,,,,,,,,,,5.63,,,,,,,
77,0.0156,15.6,,,,,,,,,,8.83,,,,,,,
78,0.01678,16.78,,,,,,,,,,14,,,,,,,
79,0.01705,17.05,,,,,,,,,,14.16,,,,,,,
80,0.01976,19.76,,,,,,,,,,14.93,,,,,,,
81,0.0271,27.1,,,,,,,,,,15.59,,,,,,,
82,0.02866,28.66,,,,,,,,,,17,,,,,,,
83,0.02179,21.79,,,,,,,,,,16.61,,,,,,,
84,0.01923,19.23,,,,,,,,,,16.61,,,,,,,
85,0.01814,18.14,,,,,,,,,,16.64,,,,,,,
86,0.0163,16.3,,,,,,,,,,16.37,,,,,,,
87,0.01675,16.75,,,,,,,,,,15.42,,,,,,,
88,0.01499,14.99,,,,,,,,,,14.05,,,,,,,
89,0.01505,15.05,,,,,,,,,,13.60,,,,,,,
90,0.01775,17.75,,,,,,,,,,18.36,,,,,,,
91,0.01732,17.32,,,,,,,,,,23.53,,,,,,,
92,0.01577,15.77,,,,,,,,,,18.07,,,,,,,
93,0.01521,15.21,,,,,,,,,,17.14,,,,,,,
94,0.01336,13.36,,,,,,,,,,15.73,,,,,,,
95,0.01549,15.49,,,,,,,,,,14.30,,,,,,,
96,0.01342,13.42,,,,,,,,,,13.47,,,,,,,
97,0.0094,9.4,,,,,,,,,,14.71,,,,,,,
98,0.00772,7.72,,,,,,,,,,14.47,,,,,,,
99,0.00825,8.25,,,,,,,,,,14.34,,,,,,,
100,0.01048,10.48,,,,,,,,,,15.31,,,,,,,
101,0.01015,10.15,,,,,,,,,,16.09,,,,,,,
102,0.01182,11.82,,,,,,,,,,19.44,,,,,,,
103,0.01259,12.59,,,,,,,,,,29.69,,,,,,,
104,0.01412,14.12,,,,,,,,,,26.06,,,,,,,
105,0.01583,15.83,,,,,,,,,,22.33,,,,,,,
106,0.01515,15.15,,,,,,,,,,21.98,,,,,,,
107,0.01503,15.03,,,,,,,,,,18.80,,,,,,,
108,0.01488,14.88,,,,,,,,,,18.05,,,,,,,
109,0.01546,15.46,,,,,,,,,,19.48,,,,,,,
110,0.01599,15.99,,,,,,,,,,18.12,,,,,,,
111,0.01606,16.06,,,,,,,,,,17.71,,,,,,,
112,0.01537,15.37,,,,,,,,,,17.49,,,,,,,
113,0.01651,16.51,,,,,,,,,,17.81,,,,,,,
114,0.02195,21.95,,,,,,,,,,27.59,,,,,,,
115,0.02788,27.88,,,,,,,,,,46.11,,,,,,,
116,0.01976,19.76,,,,,,,,,,35.09,,,,,,,
117,0.01888,18.88,,,,,,,,,,26.88,,,,,,,
118,0.01631,16.31,,,,,,,,,,22.22,,,,,,,
119,0.01618,16.18,,,,,,,,,,20.60,,,,,,,
120,0.01621,16.21,,,,,,,,,,17.06,,,,,,,
121,0.01434,14.34,,,,,,,,,,18.43,,,,,,,
122,0.01488,14.88,,,,,,,,,,17.74,,,,,,,
123,0.01491,14.91,,,,,,,,,,17.55,,,,,,,
124,0.01473,14.73,,,,,,,,,,17.98,,,,,,,
125,0.01615,16.15,,,,,,,,,,19.32,,,,,,,
126,0.01865,18.65,,,,,,,,,,23.86,,,,,,,
127,0.03626,36.26,,,,,,,,,,60.84,,,,,,,
128,0.0318,31.8,,,,,,,,,,49,,,,,,,
129,0.022,22,,,,,,,,,,33.55,,,,,,,
130,0.01968,19.68,,,,,,,,,,27.23,,,,,,,
131,0.0178,17.8,,,,,,,,,,22.84,,,,,,,
132,0.01715,17.15,,,,,,,,,,19.56,,,,,,,
133,0.01649,16.49,,,,,,,,,,16.55,,,,,,,
134,0.01497,14.97,,,,,,,,,,15.55,,,,,,,
135,0.01321,13.21,,,,,,,,,,13.79,,,,,,,
136,0.01241,12.41,,,,,,,,,,13.42,,,,,,,
137,0.01285,12.85,,,,,,,,,,14.10,,,,,,,
138,0.01663,16.63,,,,,,,,,,17.45,,,,,,,
139,0.0184,18.4,,,,,,,,,,26.80,,,,,,,
140,0.01916,19.16,,,,,,,,,,25.17,,,,,,,
141,0.01986,19.86,,,,,,,,,,18.31,,,,,,,
142,0.02066,20.66,,,,,,,,,,16.86,,,,,,,
143,0.01789,17.89,,,,,,,,,,15.26,,,,,,,
144,0.01683,16.83,,,,,,,,,,15.12,,,,,,,
145,0.01601,16.01,,,,,,,,,,14.14,,,,,,,
146,0.01556,15.56,,,,,,,,,,13.26,,,,,,,
147,0.01465,14.65,,,,,,,,,,12.59,,,,,,,
148,0.01514,15.14,,,,,,,,,,12.63,,,,,,,
149,0.01598,15.98,,,,,,,,,,14.03,,,,,,,
150,0.01923,19.23,,,,,,,,,,18.29,,,,,,,
151,0.03266,32.66,,,,,,,,,,37.02,,,,,,,
152,0.02695,26.95,,,,,,,,,,33.42,,,,,,,
153,0.02092,20.92,,,,,,,,,,27.50,,,,,,,
154,0.01944,19.44,,,,,,,,,,23.04,,,,,,,
155,0.01755,17.55,,,,,,,,,,19.19,,,,,,,
156,0.0162,16.2,,,,,,,,,,16.51,,,,,,,
157,0.01566,15.66,,,,,,,,,,15.43,,,,,,,
158,0.01494,14.94,,,,,,,,,,15.17,,,,,,,
159,0.01429,14.29,,,,,,,,,,15.52,,,,,,,
160,0.0137,13.7,,,,,,,,,,14.51,,,,,,,
161,0.01575,15.75,,,,,,,,,,14.44,,,,,,,
162,0.01993,19.93,,,,,,,,,,15.26,,,,,,,
163,0.01957,19.57,,,,,,,,,,19.02,,,,,,,
164,0.01822,18.22,,,,,,,,,,16.92,,,,,,,
165,0.01583,15.83,,,,,,,,,,15.38,,,,,,,
166,0.01511,15.11,,,,,,,,,,14.93,,,,,,,
167,0.0145,14.5,,,,,,,,,,16,,,,,,,
168,0.01575,15.75,,,,,,,,,,14.82,,,,,,,
169,0.01311,13.11,,,,,,,,,,11.99,,,,,,,
170,0.01327,13.27,,,,,,,,,,11.98,,,,,,,
171,0.01328,13.28,,,,,,,,,,12.97,,,,,,,
172,0.0127,12.7,,,,,,,,,,14.30,,,,,,,
173,0.01294,12.94,,,,,,,,,,16.92,,,,,,,
174,0.01441,14.41,,,,,,,,,,18.66,,,,,,,
175,0.02539,25.39,,,,,,,,,,21.56,,,,,,,
176,0.02238,22.38,,,,,,,,,,27.64,,,,,,,
177,0.01613,16.13,,,,,,,,,,32.87,,,,,,,
178,0.01565,15.65,,,,,,,,,,24.14,,,,,,,
179,0.01435,14.35,,,,,,,,,,15.80,,,,,,,
180,0.01301,13.01,,,,,,,,,,15,,,,,,,
181,0.01151,11.51,,,,,,,,,,14.70,,,,,,,
182,0.01132,11.32,,,,,,,,,,13.98,,,,,,,
183,0.01108,11.08,,,,,,,,,,13.02,,,,,,,
184,0.0112,11.2,,,,,,,,,,13.60,,,,,,,
185,0.01176,11.76,,,,,,,,,,13.31,,,,,,,
186,0.01633,16.33,,,,,,,,,,15.65,,,,,,,
187,0.01639,16.39,,,,,,,,,,17.30,,,,,,,
188,0.0152,15.2,,,,,,,,,,13.55,,,,,,,
189,0.01514,15.14,,,,,,,,,,11.72,,,,,,,
190,0.01428,14.28,,,,,,,,,,11.15,,,,,,,
191,0.01019,10.19,,,,,,,,,,7.95,,,,,,,
192,0.00937,9.37,,,,,,,,,,7.65,,,,,,,
193,0.00836,8.36,,,,,,,,,,5.44,,,,,,,
194,0.00822,8.22,,,,,,,,,,5.01,,,,,,,
195,0.00807,8.07,,,,,,,,,,4.19,,,,,,,
196,0.00886,8.86,,,,,,,,,,3.90,,,,,,,
197,0.01021,10.21,,,,,,,,,,3.93,,,,,,,
198,0.01181,11.81,,,,,,,,,,3.81,,,,,,,
199,0.01771,17.71,,,,,,,,,,7.21,,,,,,,
200,0.0177,17.7,,,,,,,,,,10,,,,,,,
201,0.01801,18.01,,,,,,,,,,11.73,,,,,,,
202,0.01759,17.59,,,,,,,,,,12.50,,,,,,,
203,0.01587,15.87,,,,,,,,,,13.66,,,,,,,
204,0.01711,17.11,,,,,,,,,,13.34,,,,,,,
205,0.01675,16.75,,,,,,,,,,14.87,,,,,,,
206,0.01696,16.96,,,,,,,,,,14.41,,,,,,,
207,0.0174,17.4,,,,,,,,,,15.04,,,,,,,
208,0.01832,18.32,,,,,,,,,,15.55,,,,,,,
209,0.01989,19.89,,,,,,,,,,16.80,,,,,,,
210,0.02689,26.89,,,,,,,,,,22.58,,,,,,,
211,0.02209,22.09,,,,,,,,,,22.95,,,,,,,
212,0.01885,18.85,,,,,,,,,,17.04,,,,,,,
213,0.01643,16.43,,,,,,,,,,13.97,,,,,,,
214,0.01406,14.06,,,,,,,,,,12.66,,,,,,,
215,0.01244,12.44,,,,,,,,,,12.41,,,,,,,
216,0.01258,12.58,,,,,,,,,,11.07,,,,,,,
217,0.01004,10.04,,,,,,,,,,5.66,,,,,,,
218,0.00855,8.55,,,,,,,,,,6.96,,,,,,,
219,0.01051,10.51,,,,,,,,,,9.67,,,,,,,
220,0.01229,12.29,,,,,,,,,,10.55,,,,,,,
221,0.01448,14.48,,,,,,,,,,13.28,,,,,,,
222,0.01552,15.52,,,,,,,,,,13.48,,,,,,,
223,0.02256,22.56,,,,,,,,,,16.67,,,,,,,
224,0.02058,20.58,,,,,,,,,,17.08,,,,,,,
225,0.02054,20.54,,,,,,,,,,18.65,,,,,,,
226,0.02423,24.23,,,,,,,,,,20.40,,,,,,,
227,0.02264,22.64,,,,,,,,,,23.03,,,,,,,
228,0.0199,19.9,,,,,,,,,,21.64,,,,,,,
229,0.01961,19.61,,,,,,,,,,20.08,,,,,,,
230,0.01807,18.07,,,,,,,,,,20.04,,,,,,,
231,0.01714,17.14,,,,,,,,,,19.50,,,,,,,
232,0.01718,17.18,,,,,,,,,,19.34,,,,,,,
233,0.01736,17.36,,,,,,,,,,20.29,,,,,,,
234,0.02143,21.43,,,,,,,,,,30.62,,,,,,,
235,0.02067,20.67,,,,,,,,,,40.27,,,,,,,
236,0.0171,17.1,,,,,,,,,,25.92,,,,,,,
237,0.01483,14.83,,,,,,,,,,22.57,,,,,,,
238,0.01457,14.57,,,,,,,,,,20.48,,,,,,,
239,0.01291,12.91,,,,,,,,,,17.40,,,,,,,
240,0.01118,11.18,,,,,,,,,,15.59,,,,,,,
241,0.01089,10.89,,,,,,,,,,16.05,,,,,,,
242,0.00855,8.55,,,,,,,,,,15.69,,,,,,,
243,0.00838,8.38,,,,,,,,,,15.92,,,,,,,
244,0.00821,8.21,,,,,,,,,,15.70,,,,,,,
245,0.01238,12.38,,,,,,,,,,13.68,,,,,,,
246,0.02053,20.53,,,,,,,,,,16.49,,,,,,,
247,0.0157,15.7,,,,,,,,,,42.56,,,,,,,
248,0.014,14,,,,,,,,,,18,,,,,,,
249,0.01934,19.34,,,,,,,,,,22.43,,,,,,,
250,0.01745,17.45,,,,,,,,,,17.45,,,,,,,
251,0.01964,19.64,,,,,,,,,,15.98,,,,,,,
252,0.01948,19.48,,,,,,,,,,16.21,,,,,,,
253,0.01596,15.96,,,,,,,,,,16.76,,,,,,,
254,0.0145,14.5,,,,,,,,,,15.84,,,,,,,
255,0.01424,14.24,,,,,,,,,,15.51,,,,,,,
256,0.0146,14.6,,,,,,,,,,17.49,,,,,,,
257,0.01623,16.23,,,,,,,,,,17.07,,,,,,,
258,0.0313,31.3,,,,,,,,,,24.04,,,,,,,
259,0.03059,30.59,,,,,,,,,,37.12,,,,,,,
260,0.02164,21.64,,,,,,,,,,24.01,,,,,,,
261,0.01894,18.94,,,,,,,,,,23.96,,,,,,,
262,0.0152,15.2,,,,,,,,,,21.04,,,,,,,
263,0.0144,14.4,,,,,,,,,,19.84,,,,,,,
264,0.01313,13.13,,,,,,,,,,17.23,,,,,,,
265,0.01192,11.92,,,,,,,,,,19.91,,,,,,,
266,0.01179,11.79,,,,,,,,,,18.52,,,,,,,
267,0.0115,11.5,,,,,,,,,,17.39,,,,,,,
268,0.01202,12.02,,,,,,,,,,16.86,,,,,,,
269,0.01201,12.01,,,,,,,,,,17.58,,,,,,,
270,0.01546,15.46,,,,,,,,,,21.20,,,,,,,
271,0.01548,15.48,,,,,,,,,,48.98,,,,,,,
272,0.01741,17.41,,,,,,,,,,35.42,,,,,,,
273,0.01676,16.76,,,,,,,,,,27.23,,,,,,,
274,0.01658,16.58,,,,,,,,,,25.37,,,,,,,
275,0.01539,15.39,,,,,,,,,,23.92,,,,,,,
276,0.01293,12.93,,,,,,,,,,20.15,,,,,,,
277,0.013,13,,,,,,,,,,16.25,,,,,,,
278,0.01377,13.77,,,,,,,,,,14.20,,,,,,,
279,0.01398,13.98,,,,,,,,,,12.32,,,,,,,
280,0.01377,13.77,,,,,,,,,,12.57,,,,,,,
281,0.01568,15.68,,,,,,,,,,13.02,,,,,,,
282,0.02661,26.61,,,,,,,,,,16.76,,,,,,,
283,0.02992,29.92,,,,,,,,,,22.91,,,,,,,
284,0.02406,24.06,,,,,,,,,,17.13,,,,,,,
285,0.01958,19.58,,,,,,,,,,16.04,,,,,,,
286,0.01812,18.12,,,,,,,,,,15.75,,,,,,,
287,0.01685,16.85,,,,,,,,,,15.42,,,,,,,
288,0.01577,15.77,,,,,,,,,,15.12,,,,,,,
289,0.01442,14.42,,,,,,,,,,12.59,,,,,,,
290,0.01333,13.33,,,,,,,,,,12.70,,,,,,,
291,0.01268,12.68,,,,,,,,,,13.52,,,,,,,
292,0.01208,12.08,,,,,,,,,,13.85,,,,,,,
293,0.01265,12.65,,,,,,,,,,15.42,,,,,,,
294,0.01408,14.08,,,,,,,,,,17.64,,,,,,,
295,0.02453,24.53,,,,,,,,,,38.13,,,,,,,
296,0.0192,19.2,,,,,,,,,,26.19,,,,,,,
297,0.01678,16.78,,,,,,,,,,22.70,,,,,,,
298,0.01618,16.18,,,,,,,,,,24.05,,,,,,,
299,0.01575,15.75,,,,,,,,,,21.66,,,,,,,
300,0.01492,14.92,,,,,,,,,,18.67,,,,,,,
301,0.01436,14.36,,,,,,,,,,17.70,,,,,,,
302,0.0137,13.7,,,,,,,,,,16.37,,,,,,,
303,0.01378,13.78,,,,,,,,,,15.71,,,,,,,
304,0.01359,13.59,,,,,,,,,,15.79,,,,,,,
305,0.01481,14.81,,,,,,,,,,16.80,,,,,,,
306,0.0186,18.6,,,,,,,,,,26.93,,,,,,,
307,0.02066,20.66,,,,,,,,,,39.58,,,,,,,
308,0.01747,17.47,,,,,,,,,,29.13,,,,,,,
309,0.01776,17.76,,,,,,,,,,21.94,,,,,,,
310,0.01696,16.96,,,,,,,,,,21.55,,,,,,,
311,0.01498,14.98,,,,,,,,,,17.91,,,,,,,
312,0.0147,14.7,,,,,,,,,,17.17,,,,,,,
313,0.01193,11.93,,,,,,,,,,15.02,,,,,,,
314,0.01152,11.52,,,,,,,,,,14.64,,,,,,,
315,0.01186,11.86,,,,,,,,,,15.48,,,,,,,
316,0.01242,12.42,,,,,,,,,,17.58,,,,,,,
317,0.01338,13.38,,,,,,,,,,18.58,,,,,,,
318,0.01532,15.32,,,,,,,,,,28.21,,,,,,,
319,0.02178,21.78,,,,,,,,,,69.81,,,,,,,
320,0.02092,20.92,,,,,,,,,,46.65,,,,,,,
321,0.01906,19.06,,,,,,,,,,28.42,,,,,,,
322,0.02125,21.25,,,,,,,,,,22.23,,,,,,,
323,0.02095,20.95,,,,,,,,,,19.31,,,,,,,
324,0.02045,20.45,,,,,,,,,,16.36,,,,,,,
325,0.0189,18.9,,,,,,,,,,16.24,,,,,,,
326,0.01844,18.44,,,,,,,,,,15.80,,,,,,,
327,0.01703,17.03,,,,,,,,,,13.59,,,,,,,
328,0.01595,15.95,,,,,,,,,,14.51,,,,,,,
329,0.01667,16.67,,,,,,,,,,13.69,,,,,,,
330,0.02064,20.64,,,,,,,,,,15.27,,,,,,,
331,0.01827,18.27,,,,,,,,,,17.82,,,,,,,
332,0.01593,15.93,,,,,,,,,,16.69,,,,,,,
333,0.0147,14.7,,,,,,,,,,14.55,,,,,,,
334,0.01377,13.77,,,,,,,,,,14.17,,,,,,,
335,0.01323,13.23,,,,,,,,,,15.11,,,,,,,
336,0.00974,9.74,,,,,,,,,,14.89,,,,,,,
337,0.0072,7.2,,,,,,,,,,17.76,,,,,,,
338,0.00713,7.13,,,,,,,,,,15.94,,,,,,,
339,0.0068,6.8,,,,,,,,,,15.19,,,,,,,
340,0.0083,8.3,,,,,,,,,,14.96,,,,,,,
341,0.01124,11.24,,,,,,,,,,16.61,,,,,,,
342,0.01435,14.35,,,,,,,,,,16.72,,,,,,,
343,0.01612,16.12,,,,,,,,,,18.42,,,,,,,
344,0.01614,16.14,,,,,,,,,,20.43,,,,,,,
345,0.01606,16.06,,,,,,,,,,23.57,,,,,,,
346,0.01764,17.64,,,,,,,,,,20.83,,,,,,,
347,0.01954,19.54,,,,,,,,,,20.53,,,,,,,
348,0.0209,20.9,,,,,,,,,,15.95,,,,,,,
349,0.02024,20.24,,,,,,,,,,15.37,,,,,,,
350,0.01958,19.58,,,,,,,,,,14.29,,,,,,,
351,0.02116,21.16,,,,,,,,,,14.53,,,,,,,
352,0.02036,20.36,,,,,,,,,,15.10,,,,,,,
353,0.02272,22.72,,,,,,,,,,16.33,,,,,,,
354,0.02898,28.98,,,,,,,,,,24.67,,,,,,,
355,0.02288,22.88,,,,,,,,,,28.10,,,,,,,
356,0.01758,17.58,,,,,,,,,,21.05,,,,,,,
357,0.01663,16.63,,,,,,,,,,18.14,,,,,,,
358,0.01522,15.22,,,,,,,,,,16.93,,,,,,,
359,0.01418,14.18,,,,,,,,,,16.46,,,,,,,
360,0.01346,13.46,,,,,,,,,,14.29,,,,,,,
361,0.01101,11.01,,,,,,,,,,16.55,,,,,,,
362,0.00923,9.23,,,,,,,,,,15.28,,,,,,,
363,0.00832,8.32,,,,,,,,,,16.14,,,,,,,
364,0.00923,9.23,,,,,,,,,,15.03,,,,,,,
365,0.01037,10.37,,,,,,,,,,16.26,,,,,,,
366,0.01495,14.95,,,,,,,,,,15.97,,,,,,,
367,0.01666,16.66,,,,,,,,,,17.65,,,,,,,
368,0.01751,17.51,,,,,,,,,,19.66,,,,,,,
369,0.01709,17.09,,,,,,,,,,25.69,,,,,,,
370,0.01786,17.86,,,,,,,,,,25.16,,,,,,,
371,0.01722,17.22,,,,,,,,,,22.61,,,,,,,
372,0.01773,17.73,,,,,,,,,,20.67,,,,,,,
373,0.01691,16.91,,,,,,,,,,18.42,,,,,,,
374,0.0169,16.9,,,,,,,,,,17.72,,,,,,,
375,0.01744,17.44,,,,,,,,,,15.44,,,,,,,
376,0.01741,17.41,,,,,,,,,,15.87,,,,,,,
377,0.01802,18.02,,,,,,,,,,15.93,,,,,,,
378,0.02909,29.09,,,,,,,,,,19.50,,,,,,,
379,0.02508,25.08,,,,,,,,,,21.61,,,,,,,
380,0.02086,20.86,,,,,,,,,,14.85,,,,,,,
381,0.02016,20.16,,,,,,,,,,14.88,,,,,,,
382,0.01908,19.08,,,,,,,,,,13.97,,,,,,,
383,0.01694,16.94,,,,,,,,,,13.04,,,,,,,
384,0.01539,15.39,,,,,,,,,,9.48,,,,,,,
385,0.01687,16.87,,,,,,,,,,8.31,,,,,,,
386,0.01573,15.73,,,,,,,,,,7.23,,,,,,,
387,0.01487,14.87,,,,,,,,,,7.52,,,,,,,
388,0.01503,15.03,,,,,,,,,,7.96,,,,,,,
389,0.0175,17.5,,,,,,,,,,9.33,,,,,,,
390,0.01938,19.38,,,,,,,,,,14.75,,,,,,,
391,0.02983,29.83,,,,,,,,,,19.31,,,,,,,
392,0.0264,26.4,,,,,,,,,,15.14,,,,,,,
393,0.02147,21.47,,,,,,,,,,15.67,,,,,,,
394,0.02067,20.67,,,,,,,,,,15.51,,,,,,,
395,0.01984,19.84,,,,,,,,,,16.28,,,,,,,
396,0.01788,17.88,,,,,,,,,,17.46,,,,,,,
397,0.01593,15.93,,,,,,,,,,16.39,,,,,,,
398,0.01706,17.06,,,,,,,,,,15.28,,,,,,,
399,0.01575,15.75,,,,,,,,,,17.35,,,,,,,
400,0.01516,15.16,,,,,,,,,,18.08,,,,,,,
401,0.01489,14.89,,,,,,,,,,19.27,,,,,,,
402,0.01612,16.12,,,,,,,,,,20.22,,,,,,,
403,0.01506,15.06,,,,,,,,,,37.77,,,,,,,
404,0.01531,15.31,,,,,,,,,,20.66,,,,,,,
405,0.01511,15.11,,,,,,,,,,17.91,,,,,,,
406,0.01488,14.88,,,,,,,,,,15.90,,,,,,,
407,0.01522,15.22,,,,,,,,,,17.30,,,,,,,
408,0.01462,14.62,,,,,,,,,,14.03,,,,,,,
409,0.01295,12.95,,,,,,,,,,12.99,,,,,,,
410,0.01223,12.23,,,,,,,,,,11.02,,,,,,,
411,0.01231,12.31,,,,,,,,,,9.83,,,,,,,
412,0.01364,13.64,,,,,,,,,,8.65,,,,,,,
413,0.01026,10.26,,,,,,,,,,9.50,,,,,,,
414,0.01151,11.51,,,,,,,,,,11.57,,,,,,,
415,0.01388,13.88,,,,,,,,,,18.35,,,,,,,
416,0.01397,13.97,,,,,,,,,,15.94,,,,,,,
417,0.01502,15.02,,,,,,,,,,14.19,,,,,,,
418,0.01662,16.62,,,,,,,,,,14,,,,,,,
419,0.01562,15.62,,,,,,,,,,13.81,,,,,,,
420,0.01647,16.47,,,,,,,,,,14.93,,,,,,,
421,0.01654,16.54,,,,,,,,,,14.92,,,,,,,
422,0.01507,15.07,,,,,,,,,,17.01,,,,,,,
423,0.01593,15.93,,,,,,,,,,16.18,,,,,,,
424,0.01583,15.83,,,,,,,,,,15.92,,,,,,,
425,0.0154,15.4,,,,,,,,,,17.89,,,,,,,
426,0.02273,22.73,,,,,,,,,,21.88,,,,,,,
427,0.02347,23.47,,,,,,,,,,37.56,,,,,,,
428,0.01902,19.02,,,,,,,,,,22.56,,,,,,,
429,0.01685,16.85,,,,,,,,,,19.19,,,,,,,
430,0.01594,15.94,,,,,,,,,,18.24,,,,,,,
431,0.01516,15.16,,,,,,,,,,14.71,,,,,,,
432,0.01459,14.59,,,,,,,,,,14.96,,,,,,,
433,0.0147,14.7,,,,,,,,,,15.59,,,,,,,
434,0.01361,13.61,,,,,,,,,,15.10,,,,,,,
435,0.0146,14.6,,,,,,,,,,15.60,,,,,,,
436,0.01514,15.14,,,,,,,,,,16.36,,,,,,,
437,0.01556,15.56,,,,,,,,,,17.47,,,,,,,
438,0.01662,16.62,,,,,,,,,,18.67,,,,,,,
439,0.01793,17.93,,,,,,,,,,28.91,,,,,,,
440,0.02113,21.13,,,,,,,,,,26.92,,,,,,,
441,0.02627,26.27,,,,,,,,,,26.02,,,,,,,
442,0.02281,22.81,,,,,,,,,,28.37,,,,,,,
443,0.01809,18.09,,,,,,,,,,27.29,,,,,,,
444,0.01587,15.87,,,,,,,,,,24.43,,,,,,,
445,0.01506,15.06,,,,,,,,,,23.32,,,,,,,
446,0.01387,13.87,,,,,,,,,,21.76,,,,,,,
