Hour ,$/kWh,$/MWh,,,,,,,,,,Settlement Point Price,,,Year,Mean,Min ,Max,Std Dev
447,0.0142,14.2,,,,,,,,,,20.44,,,,,,,
448,0.01403,14.03,,,,,,,,,,22.04,,,,,,,
449,0.01531,15.31,,,,,,,,,,24.42,,,,,,,
450,0.02263,22.63,,,,,,,,,,32.67,,,,,,,
451,0.03544,35.44,,,,,,,,,,45.25,,,,,,,
452,0.02769,27.69,,,,,,,,,,32.18,,,,,,,
453,0.02404,24.04,,,,,,,,,,24.35,,,,,,,
454,0.0203,20.3,,,,,,,,,,21.91,,,,,,,
455,0.01835,18.35,,,,,,,,,,18.35,,,,,,,
456,0.017,17,,,,,,,,,,17.58,,,,,,,
457,0.0155,15.5,,,,,,,,,,19.08,,,,,,,
458,0.01456,14.56,,,,,,,,,,17.15,,,,,,,
459,0.01455,14.55,,,,,,,,,,15.47,,,,,,,
460,0.01467,14.67,,,,,,,,,,13.27,,,,,,,
461,0.01494,14.94,,,,,,,,,,12.58,,,,,,,
462,0.01956,19.56,,,,,,,,,,13.84,,,,,,,
463,0.03622,36.22,,,,,,,,,,19.12,,,,,,,
464,0.0348,34.8,,,,,,,,,,16.84,,,,,,,
465,0.02875,28.75,,,,,,,,,,16.86,,,,,,,
466,0.02428,24.28,,,,,,,,,,17.24,,,,,,,
467,0.01953,19.53,,,,,,,,,,16.10,,,,,,,
468,0.01713,17.13,,,,,,,,,,16.27,,,,,,,
469,0.0161,16.1,,,,,,,,,,15.79,,,,,,,
470,0.01503,15.03,,,,,,,,,,16.11,,,,,,,
471,0.01448,14.48,,,,,,,,,,16.34,,,,,,,
472,0.01441,14.41,,,,,,,,,,16.23,,,,,,,
473,0.01535,15.35,,,,,,,,,,16.94,,,,,,,
474,0.02291,22.91,,,,,,,,,,21.10,,,,,,,
475,0.03214,32.14,,,,,,,,,,36.97,,,,,,,
476,0.02354,23.54,,,,,,,,,,26.19,,,,,,,
477,0.0204,20.4,,,,,,,,,,26.64,,,,,,,
478,0.01734,17.34,,,,,,,,,,20.87,,,,,,,
479,0.01666,16.66,,,,,,,,,,19.31,,,,,,,
480,0.01552,15.52,,,,,,,,,,17.88,,,,,,,
481,0.01329,13.29,,,,,,,,,,17.56,,,,,,,
482,0.01312,13.12,,,,,,,,,,17.64,,,,,,,
483,0.01323,13.23,,,,,,,,,,17.76,,,,,,,
484,0.01357,13.57,,,,,,,,,,18.39,,,,,,,
485,0.01504,15.04,,,,,,,,,,21.70,,,,,,,
486,0.01797,17.97,,,,,,,,,,27.39,,,,,,,
487,0.04183,41.83,,,,,,,,,,89.67,,,,,,,
488,0.0301,30.1,,,,,,,,,,53.15,,,,,,,
489,0.01908,19.08,,,,,,,,,,45.75,,,,,,,
490,0.01667,16.67,,,,,,,,,,40.72,,,,,,,
491,0.01709,17.09,,,,,,,,,,30.08,,,,,,,
492,0.01363,13.63,,,,,,,,,,25.39,,,,,,,
493,0.01293,12.93,,,,,,,,,,21.75,,,,,,,
494,0.01328,13.28,,,,,,,,,,19.64,,,,,,,
495,0.01247,12.47,,,,,,,,,,17.15,,,,,,,
496,0.0125,12.5,,,,,,,,,,16.07,,,,,,,
497,0.01432,14.32,,,,,,,,,,16.53,,,,,,,
498,0.01376,13.76,,,,,,,,,,20.25,,,,,,,
499,0.01644,16.44,,,,,,,,,,30.33,,,,,,,
500,0.01603,16.03,,,,,,,,,,22.54,,,,,,,
501,0.01553,15.53,,,,,,,,,,18.73,,,,,,,
502,0.01413,14.13,,,,,,,,,,17.78,,,,,,,
503,0.01208,12.08,,,,,,,,,,16.75,,,,,,,
504,0.01283,12.83,,,,,,,,,,15.27,,,,,,,
505,0.00983,9.83,,,,,,,,,,14.98,,,,,,,
506,0.00976,9.76,,,,,,,,,,13.39,,,,,,,
507,0.00949,9.49,,,,,,,,,,13.36,,,,,,,
508,0.01099,10.99,,,,,,,,,,13.52,,,,,,,
509,0.01115,11.15,,,,,,,,,,14.48,,,,,,,
510,0.01427,14.27,,,,,,,,,,16.09,,,,,,,
511,0.0186,18.6,,,,,,,,,,21.75,,,,,,,
512,0.01836,18.36,,,,,,,,,,24,,,,,,,
513,0.01729,17.29,,,,,,,,,,39.31,,,,,,,
514,0.01808,18.08,,,,,,,,,,26.86,,,,,,,
515,0.01872,18.72,,,,,,,,,,20.46,,,,,,,
516,0.01637,16.37,,,,,,,,,,17.93,,,,,,,
517,0.01453,14.53,,,,,,,,,,16.23,,,,,,,
518,0.01486,14.86,,,,,,,,,,15.44,,,,,,,
519,0.01531,15.31,,,,,,,,,,15.04,,,,,,,
520,0.01489,14.89,,,,,,,,,,17.20,,,,,,,
521,0.01592,15.92,,,,,,,,,,15.90,,,,,,,
522,0.02387,23.87,,,,,,,,,,18.05,,,,,,,
523,0.02816,28.16,,,,,,,,,,23.72,,,,,,,
524,0.02285,22.85,,,,,,,,,,17.12,,,,,,,
525,0.02197,21.97,,,,,,,,,,14.73,,,,,,,
526,0.01808,18.08,,,,,,,,,,14.38,,,,,,,
527,0.01589,15.89,,,,,,,,,,13.37,,,,,,,
528,0.01596,15.96,,,,,,,,,,13.54,,,,,,,
529,0.01343,13.43,,,,,,,,,,11.23,,,,,,,
530,0.01317,13.17,,,,,,,,,,9.49,,,,,,,
531,0.01326,13.26,,,,,,,,,,9.38,,,,,,,
532,0.01351,13.51,,,,,,,,,,10.12,,,,,,,
533,0.01331,13.31,,,,,,,,,,10.92,,,,,,,
534,0.01456,14.56,,,,,,,,,,12.64,,,,,,,
535,0.02484,24.84,,,,,,,,,,13.94,,,,,,,
536,0.02216,22.16,,,,,,,,,,13.87,,,,,,,
537,0.01809,18.09,,,,,,,,,,16.90,,,,,,,
538,0.01667,16.67,,,,,,,,,,20.79,,,,,,,
539,0.01588,15.88,,,,,,,,,,17.46,,,,,,,
540,0.01523,15.23,,,,,,,,,,15.26,,,,,,,
541,0.01614,16.14,,,,,,,,,,14.12,,,,,,,
542,0.01525,15.25,,,,,,,,,,14.23,,,,,,,
543,0.01453,14.53,,,,,,,,,,12.96,,,,,,,
544,0.01456,14.56,,,,,,,,,,12.40,,,,,,,
545,0.0157,15.7,,,,,,,,,,13.09,,,,,,,
546,0.02354,23.54,,,,,,,,,,15.54,,,,,,,
547,0.03023,30.23,,,,,,,,,,22.34,,,,,,,
548,0.02384,23.84,,,,,,,,,,16.60,,,,,,,
549,0.02086,20.86,,,,,,,,,,14.22,,,,,,,
550,0.01826,18.26,,,,,,,,,,13.46,,,,,,,
551,0.01655,16.55,,,,,,,,,,11.88,,,,,,,
552,0.01568,15.68,,,,,,,,,,11.49,,,,,,,
553,0.01428,14.28,,,,,,,,,,7.18,,,,,,,
554,0.01387,13.87,,,,,,,,,,6.07,,,,,,,
555,0.01386,13.86,,,,,,,,,,6.32,,,,,,,
556,0.01393,13.93,,,,,,,,,,8.43,,,,,,,
557,0.01544,15.44,,,,,,,,,,10.02,,,,,,,
558,0.0211,21.1,,,,,,,,,,12.54,,,,,,,
559,0.03696,36.96,,,,,,,,,,16.45,,,,,,,
560,0.0354,35.4,,,,,,,,,,17.28,,,,,,,
561,0.02457,24.57,,,,,,,,,,17.08,,,,,,,
562,0.02006,20.06,,,,,,,,,,16.08,,,,,,,
563,0.01918,19.18,,,,,,,,,,16.12,,,,,,,
564,0.01637,16.37,,,,,,,,,,16.21,,,,,,,
565,0.01573,15.73,,,,,,,,,,16.26,,,,,,,
566,0.01503,15.03,,,,,,,,,,16.04,,,,,,,
567,0.01486,14.86,,,,,,,,,,17.31,,,,,,,
568,0.0148,14.8,,,,,,,,,,18.29,,,,,,,
569,0.01474,14.74,,,,,,,,,,22.08,,,,,,,
570,0.02065,20.65,,,,,,,,,,28.33,,,,,,,
571,0.01967,19.67,,,,,,,,,,50.51,,,,,,,
572,0.01657,16.57,,,,,,,,,,25.09,,,,,,,
573,0.01499,14.99,,,,,,,,,,16.65,,,,,,,
574,0.0142,14.2,,,,,,,,,,15.47,,,,,,,
575,0.01414,14.14,,,,,,,,,,14.43,,,,,,,
576,0.01314,13.14,,,,,,,,,,13.88,,,,,,,
577,0.01314,13.14,,,,,,,,,,11.15,,,,,,,
578,0.01091,10.91,,,,,,,,,,9.07,,,,,,,
579,0.01162,11.62,,,,,,,,,,8.20,,,,,,,
580,0.01209,12.09,,,,,,,,,,9.38,,,,,,,
581,0.01272,12.72,,,,,,,,,,13.10,,,,,,,
582,0.01374,13.74,,,,,,,,,,14.72,,,,,,,
583,0.01319,13.19,,,,,,,,,,33.75,,,,,,,
584,0.01533,15.33,,,,,,,,,,31.83,,,,,,,
585,0.0178,17.8,,,,,,,,,,25.58,,,,,,,
586,0.01494,14.94,,,,,,,,,,20.77,,,,,,,
587,0.01345,13.45,,,,,,,,,,18.17,,,,,,,
588,0.0124,12.4,,,,,,,,,,15.62,,,,,,,
589,0.01142,11.42,,,,,,,,,,15.26,,,,,,,
590,0.01142,11.42,,,,,,,,,,14.23,,,,,,,
591,0.01153,11.53,,,,,,,,,,13.93,,,,,,,
592,0.01175,11.75,,,,,,,,,,13.97,,,,,,,
593,0.01277,12.77,,,,,,,,,,13.05,,,,,,,
594,0.02219,22.19,,,,,,,,,,14.59,,,,,,,
595,0.02397,23.97,,,,,,,,,,17.59,,,,,,,
596,0.01662,16.62,,,,,,,,,,16.40,,,,,,,
597,0.0162,16.2,,,,,,,,,,15.32,,,,,,,
598,0.01549,15.49,,,,,,,,,,14.17,,,,,,,
599,0.01687,16.87,,,,,,,,,,13.22,,,,,,,
600,0.01501,15.01,,,,,,,,,,11.67,,,,,,,
601,0.01464,14.64,,,,,,,,,,8.28,,,,,,,
602,0.01357,13.57,,,,,,,,,,8.14,,,,,,,
603,0.01356,13.56,,,,,,,,,,8.67,,,,,,,
604,0.01362,13.62,,,,,,,,,,10.06,,,,,,,
605,0.01395,13.95,,,,,,,,,,12.54,,,,,,,
606,0.01468,14.68,,,,,,,,,,15.10,,,,,,,
607,0.01495,14.95,,,,,,,,,,23.10,,,,,,,
608,0.01652,16.52,,,,,,,,,,21.90,,,,,,,
609,0.01968,19.68,,,,,,,,,,19.55,,,,,,,
610,0.01933,19.33,,,,,,,,,,18.32,,,,,,,
611,0.01818,18.18,,,,,,,,,,16.95,,,,,,,
612,0.01773,17.73,,,,,,,,,,16.32,,,,,,,
613,0.01739,17.39,,,,,,,,,,16.77,,,,,,,
614,0.01515,15.15,,,,,,,,,,15.83,,,,,,,
615,0.01504,15.04,,,,,,,,,,16.39,,,,,,,
616,0.01478,14.78,,,,,,,,,,15.58,,,,,,,
617,0.01548,15.48,,,,,,,,,,17.22,,,,,,,
618,0.02529,25.29,,,,,,,,,,28.38,,,,,,,
619,0.0325,32.5,,,,,,,,,,56.16,,,,,,,
620,0.02455,24.55,,,,,,,,,,50,,,,,,,
621,0.01962,19.62,,,,,,,,,,48.85,,,,,,,
622,0.01593,15.93,,,,,,,,,,36.03,,,,,,,
623,0.016,16,,,,,,,,,,23.67,,,,,,,
624,0.01512,15.12,,,,,,,,,,19.81,,,,,,,
625,0.01228,12.28,,,,,,,,,,16.86,,,,,,,
626,0.01196,11.96,,,,,,,,,,14.38,,,,,,,
627,0.01205,12.05,,,,,,,,,,13.81,,,,,,,
628,0.0117,11.7,,,,,,,,,,13.16,,,,,,,
629,0.01212,12.12,,,,,,,,,,14.64,,,,,,,
630,0.01542,15.42,,,,,,,,,,17.97,,,,,,,
631,0.02794,27.94,,,,,,,,,,52.35,,,,,,,
632,0.02339,23.39,,,,,,,,,,42.18,,,,,,,
633,0.0216,21.6,,,,,,,,,,26.15,,,,,,,
634,0.01861,18.61,,,,,,,,,,19.57,,,,,,,
635,0.01761,17.61,,,,,,,,,,16.37,,,,,,,
636,0.01635,16.35,,,,,,,,,,14.81,,,,,,,
637,0.01521,15.21,,,,,,,,,,14.27,,,,,,,
638,0.01501,15.01,,,,,,,,,,14.64,,,,,,,
639,0.01402,14.02,,,,,,,,,,14.47,,,,,,,
640,0.01365,13.65,,,,,,,,,,14.95,,,,,,,
641,0.01421,14.21,,,,,,,,,,16.37,,,,,,,
642,0.0184,18.4,,,,,,,,,,20.47,,,,,,,
643,0.02024,20.24,,,,,,,,,,35.72,,,,,,,
644,0.0159,15.9,,,,,,,,,,30.04,,,,,,,
645,0.01548,15.48,,,,,,,,,,25.59,,,,,,,
646,0.01404,14.04,,,,,,,,,,19.53,,,,,,,
647,0.01349,13.49,,,,,,,,,,16.28,,,,,,,
648,0.01271,12.71,,,,,,,,,,14.88,,,,,,,
649,0.00878,8.78,,,,,,,,,,15.97,,,,,,,
650,0.00828,8.28,,,,,,,,,,15.83,,,,,,,
651,0.00765,7.65,,,,,,,,,,16.45,,,,,,,
652,0.00824,8.24,,,,,,,,,,16.91,,,,,,,
653,0.00982,9.82,,,,,,,,,,18.67,,,,,,,
654,0.01256,12.56,,,,,,,,,,21.65,,,,,,,
655,0.02415,24.15,,,,,,,,,,63.61,,,,,,,
656,0.01915,19.15,,,,,,,,,,36.44,,,,,,,
657,0.02055,20.55,,,,,,,,,,28.05,,,,,,,
658,0.01862,18.62,,,,,,,,,,21.95,,,,,,,
659,0.01673,16.73,,,,,,,,,,18.56,,,,,,,
660,0.01417,14.17,,,,,,,,,,15.82,,,,,,,
661,0.01228,12.28,,,,,,,,,,15.43,,,,,,,
662,0.01191,11.91,,,,,,,,,,15.69,,,,,,,
663,0.01132,11.32,,,,,,,,,,14.97,,,,,,,
664,0.01131,11.31,,,,,,,,,,15.28,,,,,,,
665,0.01349,13.49,,,,,,,,,,15.67,,,,,,,
666,0.01756,17.56,,,,,,,,,,18.93,,,,,,,
667,0.02368,23.68,,,,,,,,,,26.32,,,,,,,
668,0.0188,18.8,,,,,,,,,,19.51,,,,,,,
669,0.01931,19.31,,,,,,,,,,16.38,,,,,,,
670,0.01859,18.59,,,,,,,,,,15.18,,,,,,,
671,0.01334,13.34,,,,,,,,,,14.04,,,,,,,
672,0.01243,12.43,,,,,,,,,,12.94,,,,,,,
673,0.01361,13.61,,,,,,,,,,13.20,,,,,,,
674,0.01284,12.84,,,,,,,,,,12.06,,,,,,,
675,0.01329,13.29,,,,,,,,,,10.50,,,,,,,
676,0.01564,15.64,,,,,,,,,,9.66,,,,,,,
677,0.01618,16.18,,,,,,,,,,10,,,,,,,
678,0.01787,17.87,,,,,,,,,,11.90,,,,,,,
679,0.03394,33.94,,,,,,,,,,15.19,,,,,,,
680,0.03103,31.03,,,,,,,,,,18.50,,,,,,,
681,0.02471,24.71,,,,,,,,,,17.86,,,,,,,
682,0.02153,21.53,,,,,,,,,,16.40,,,,,,,
683,0.01985,19.85,,,,,,,,,,13.20,,,,,,,
684,0.0196,19.6,,,,,,,,,,11.57,,,,,,,
685,0.01837,18.37,,,,,,,,,,11.70,,,,,,,
686,0.01702,17.02,,,,,,,,,,11.41,,,,,,,
687,0.01613,16.13,,,,,,,,,,10.88,,,,,,,
688,0.01572,15.72,,,,,,,,,,10.98,,,,,,,
689,0.01692,16.92,,,,,,,,,,10.63,,,,,,,
690,0.02596,25.96,,,,,,,,,,11.51,,,,,,,
691,0.02754,27.54,,,,,,,,,,16.27,,,,,,,
692,0.01963,19.63,,,,,,,,,,12.85,,,,,,,
693,0.01773,17.73,,,,,,,,,,11.91,,,,,,,
694,0.01589,15.89,,,,,,,,,,11.12,,,,,,,
695,0.01608,16.08,,,,,,,,,,9.58,,,,,,,
696,0.01503,15.03,,,,,,,,,,8.34,,,,,,,
697,0.01227,12.27,,,,,,,,,,,,,,,,,
698,0.01245,12.45,,,,,,,,,,,,,,,,,
699,0.01272,12.72,,,,,,,,,,,,,,,,,
700,0.014,14,,,,,,,,,,,,,,,,,
701,0.01486,14.86,,,,,,,,,,,,,,,,,
702,0.019,19,,,,,,,,,,,,,,,,,
703,0.03667,36.67,,,,,,,,,,,,,,,,,
704,0.03264,32.64,,,,,,,,,,,,,,,,,
705,0.02597,25.97,,,,,,,,,,,,,,,,,
706,0.0244,24.4,,,,,,,,,,,,,,,,,
707,0.02257,22.57,,,,,,,,,,,,,,,,,
708,0.0205,20.5,,,,,,,,,,,,,,,,,
709,0.01928,19.28,,,,,,,,,,,,,,,,,
710,0.01767,17.67,,,,,,,,,,,,,,,,,
711,0.01665,16.65,,,,,,,,,,,,,,,,,
712,0.01774,17.74,,,,,,,,,,,,,,,,,
713,0.02023,20.23,,,,,,,,,,,,,,,,,
714,0.03029,30.29,,,,,,,,,,,,,,,,,
715,0.03332,33.32,,,,,,,,,,,,,,,,,
716,0.02508,25.08,,,,,,,,,,,,,,,,,
717,0.02146,21.46,,,,,,,,,,,,,,,,,
718,0.02016,20.16,,,,,,,,,,,,,,,,,
719,0.01674,16.74,,,,,,,,,,,,,,,,,
720,0.01506,15.06,,,,,,,,,,,,,,,,,
721,0.01619,16.19,,,,,,,,,,,,,,,,,
722,0.01484,14.84,,,,,,,,,,,,,,,,,
723,0.01412,14.12,,,,,,,,,,,,,,,,,
724,0.01396,13.96,,,,,,,,,,,,,,,,,
725,0.01517,15.17,,,,,,,,,,,,,,,,,
726,0.01842,18.42,,,,,,,,,,,,,,,,,
727,0.03758,37.58,,,,,,,,,,,,,,,,,
728,0.02457,24.57,,,,,,,,,,,,,,,,,
729,0.01936,19.36,,,,,,,,,,,,,,,,,
730,0.01746,17.46,,,,,,,,,,,,,,,,,
731,0.01648,16.48,,,,,,,,,,,,,,,,,
732,0.01495,14.95,,,,,,,,,,,,,,,,,
733,0.01483,14.83,,,,,,,,,,,,,,,,,
734,0.01478,14.78,,,,,,,,,,,,,,,,,
735,0.01456,14.56,,,,,,,,,,,,,,,,,
736,0.01434,14.34,,,,,,,,,,,,,,,,,
737,0.0161,16.1,,,,,,,,,,,,,,,,,
738,0.02394,23.94,,,,,,,,,,,,,,,,,
739,0.02741,27.41,,,,,,,,,,,,,,,,,
740,0.0251,25.1,,,,,,,,,,,,,,,,,
741,0.02259,22.59,,,,,,,,,,,,,,,,,
742,0.01986,19.86,,,,,,,,,,,,,,,,,
743,0.01792,17.92,,,,,,,,,,,,,,,,,
744,0.0163,16.3,,,,,,,,,,,,,,,,,
745,0.01227,12.27,,,,,,,,,,,,,,,,,
746,0.01153,11.53,,,,,,,,,,,,,,,,,
747,0.0111,11.1,,,,,,,,,,,,,,,,,
748,0.01099,10.99,,,,,,,,,,,,,,,,,
749,0.01144,11.44,,,,,,,,,,,,,,,,,
750,0.01353,13.53,,,,,,,,,,,,,,,,,
751,0.01476,14.76,,,,,,,,,,,,,,,,,
752,0.01584,15.84,,,,,,,,,,,,,,,,,
753,0.02098,20.98,,,,,,,,,,,,,,,,,
754,0.02353,23.53,,,,,,,,,,,,,,,,,
755,0.02214,22.14,,,,,,,,,,,,,,,,,
756,0.01851,18.51,,,,,,,,,,,,,,,,,
757,0.01583,15.83,,,,,,,,,,,,,,,,,
758,0.01472,14.72,,,,,,,,,,,,,,,,,
759,0.01483,14.83,,,,,,,,,,,,,,,,,
760,0.01367,13.67,,,,,,,,,,,,,,,,,
761,0.01462,14.62,,,,,,,,,,,,,,,,,
762,0.01702,17.02,,,,,,,,,,,,,,,,,
763,0.01829,18.29,,,,,,,,,,,,,,,,,
764,0.01562,15.62,,,,,,,,,,,,,,,,,
765,0.01469,14.69,,,,,,,,,,,,,,,,,
766,0.01403,14.03,,,,,,,,,,,,,,,,,
767,0.01182,11.82,,,,,,,,,,,,,,,,,
768,0.01154,11.54,,,,,,,,,,,,,,,,,
769,0.00968,9.68,,,,,,,,,,,,,,,,,
770,0.00817,8.17,,,,,,,,,,,,,,,,,
771,0.00754,7.54,,,,,,,,,,,,,,,,,
772,0.00815,8.15,,,,,,,,,,,,,,,,,
773,0.00951,9.51,,,,,,,,,,,,,,,,,
774,0.01007,10.07,,,,,,,,,,,,,,,,,
775,0.01445,14.45,,,,,,,,,,,,,,,,,
776,0.01742,17.42,,,,,,,,,,,,,,,,,
777,0.01606,16.06,,,,,,,,,,,,,,,,,
778,0.01539,15.39,,,,,,,,,,,,,,,,,
779,0.01426,14.26,,,,,,,,,,,,,,,,,
780,0.0132,13.2,,,,,,,,,,,,,,,,,
781,0.01168,11.68,,,,,,,,,,,,,,,,,
782,0.00929,9.29,,,,,,,,,,,,,,,,,
783,0.00798,7.98,,,,,,,,,,,,,,,,,
784,0.00811,8.11,,,,,,,,,,,,,,,,,
785,0.00805,8.05,,,,,,,,,,,,,,,,,
786,0.00787,7.87,,,,,,,,,,,,,,,,,
787,0.00998,9.98,,,,,,,,,,,,,,,,,
788,0.00934,9.34,,,,,,,,,,,,,,,,,
789,0.00881,8.81,,,,,,,,,,,,,,,,,
790,0.0096,9.6,,,,,,,,,,,,,,,,,
791,0.00857,8.57,,,,,,,,,,,,,,,,,
792,0.00738,7.38,,,,,,,,,,,,,,,,,
793,0.00587,5.87,,,,,,,,,,,,,,,,,
794,0.00541,5.41,,,,,,,,,,,,,,,,,
795,0.00554,5.54,,,,,,,,,,,,,,,,,
796,0.00531,5.31,,,,,,,,,,,,,,,,,
797,0.00613,6.13,,,,,,,,,,,,,,,,,
798,0.00845,8.45,,,,,,,,,,,,,,,,,
799,0.01282,12.82,,,,,,,,,,,,,,,,,
800,0.01324,13.24,,,,,,,,,,,,,,,,,
801,0.01476,14.76,,,,,,,,,,,,,,,,,
802,0.01571,15.71,,,,,,,,,,,,,,,,,
803,0.01491,14.91,,,,,,,,,,,,,,,,,
804,0.01061,10.61,,,,,,,,,,,,,,,,,
805,0.012,12,,,,,,,,,,,,,,,,,
806,0.01259,12.59,,,,,,,,,,,,,,,,,
807,0.01294,12.94,,,,,,,,,,,,,,,,,
808,0.01205,12.05,,,,,,,,,,,,,,,,,
809,0.01198,11.98,,,,,,,,,,,,,,,,,
810,0.01763,17.63,,,,,,,,,,,,,,,,,
811,0.01416,14.16,,,,,,,,,,,,,,,,,
812,0.01272,12.72,,,,,,,,,,,,,,,,,
813,0.01164,11.64,,,,,,,,,,,,,,,,,
814,0.01227,12.27,,,,,,,,,,,,,,,,,
815,0.01178,11.78,,,,,,,,,,,,,,,,,
816,0.01081,10.81,,,,,,,,,,,,,,,,,
817,0.00571,5.71,,,,,,,,,,,,,,,,,
818,0.0051,5.1,,,,,,,,,,,,,,,,,
819,0.00481,4.81,,,,,,,,,,,,,,,,,
820,0.00563,5.63,,,,,,,,,,,,,,,,,
821,0.00883,8.83,,,,,,,,,,,,,,,,,
822,0.014,14,,,,,,,,,,,,,,,,,
823,0.01416,14.16,,,,,,,,,,,,,,,,,
824,0.01493,14.93,,,,,,,,,,,,,,,,,
825,0.01559,15.59,,,,,,,,,,,,,,,,,
826,0.017,17,,,,,,,,,,,,,,,,,
827,0.01661,16.61,,,,,,,,,,,,,,,,,
828,0.01661,16.61,,,,,,,,,,,,,,,,,
829,0.01664,16.64,,,,,,,,,,,,,,,,,
830,0.01637,16.37,,,,,,,,,,,,,,,,,
831,0.01542,15.42,,,,,,,,,,,,,,,,,
832,0.01405,14.05,,,,,,,,,,,,,,,,,
833,0.0136,13.6,,,,,,,,,,,,,,,,,
834,0.01836,18.36,,,,,,,,,,,,,,,,,
835,0.02353,23.53,,,,,,,,,,,,,,,,,
836,0.01807,18.07,,,,,,,,,,,,,,,,,
837,0.01714,17.14,,,,,,,,,,,,,,,,,
838,0.01573,15.73,,,,,,,,,,,,,,,,,
839,0.0143,14.3,,,,,,,,,,,,,,,,,
840,0.01347,13.47,,,,,,,,,,,,,,,,,
841,0.01471,14.71,,,,,,,,,,,,,,,,,
842,0.01447,14.47,,,,,,,,,,,,,,,,,
843,0.01434,14.34,,,,,,,,,,,,,,,,,
844,0.01531,15.31,,,,,,,,,,,,,,,,,
845,0.01609,16.09,,,,,,,,,,,,,,,,,
846,0.01944,19.44,,,,,,,,,,,,,,,,,
847,0.02969,29.69,,,,,,,,,,,,,,,,,
848,0.02606,26.06,,,,,,,,,,,,,,,,,
849,0.02233,22.33,,,,,,,,,,,,,,,,,
850,0.02198,21.98,,,,,,,,,,,,,,,,,
851,0.0188,18.8,,,,,,,,,,,,,,,,,
852,0.01805,18.05,,,,,,,,,,,,,,,,,
853,0.01948,19.48,,,,,,,,,,,,,,,,,
854,0.01812,18.12,,,,,,,,,,,,,,,,,
855,0.01771,17.71,,,,,,,,,,,,,,,,,
856,0.01749,17.49,,,,,,,,,,,,,,,,,
857,0.01781,17.81,,,,,,,,,,,,,,,,,
858,0.02759,27.59,,,,,,,,,,,,,,,,,
859,0.04611,46.11,,,,,,,,,,,,,,,,,
860,0.03509,35.09,,,,,,,,,,,,,,,,,
861,0.02688,26.88,,,,,,,,,,,,,,,,,
862,0.02222,22.22,,,,,,,,,,,,,,,,,
863,0.0206,20.6,,,,,,,,,,,,,,,,,
864,0.01706,17.06,,,,,,,,,,,,,,,,,
865,0.01843,18.43,,,,,,,,,,,,,,,,,
866,0.01774,17.74,,,,,,,,,,,,,,,,,
867,0.01755,17.55,,,,,,,,,,,,,,,,,
868,0.01798,17.98,,,,,,,,,,,,,,,,,
869,0.01932,19.32,,,,,,,,,,,,,,,,,
870,0.02386,23.86,,,,,,,,,,,,,,,,,
871,0.06084,60.84,,,,,,,,,,,,,,,,,
872,0.049,49,,,,,,,,,,,,,,,,,
873,0.03355,33.55,,,,,,,,,,,,,,,,,
874,0.02723,27.23,,,,,,,,,,,,,,,,,
875,0.02284,22.84,,,,,,,,,,,,,,,,,
876,0.01956,19.56,,,,,,,,,,,,,,,,,
877,0.01655,16.55,,,,,,,,,,,,,,,,,
878,0.01555,15.55,,,,,,,,,,,,,,,,,
879,0.01379,13.79,,,,,,,,,,,,,,,,,
880,0.01342,13.42,,,,,,,,,,,,,,,,,
881,0.0141,14.1,,,,,,,,,,,,,,,,,
882,0.01745,17.45,,,,,,,,,,,,,,,,,
883,0.0268,26.8,,,,,,,,,,,,,,,,,
884,0.02517,25.17,,,,,,,,,,,,,,,,,
885,0.01831,18.31,,,,,,,,,,,,,,,,,
886,0.01686,16.86,,,,,,,,,,,,,,,,,
887,0.01526,15.26,,,,,,,,,,,,,,,,,
888,0.01512,15.12,,,,,,,,,,,,,,,,,
889,0.01414,14.14,,,,,,,,,,,,,,,,,
890,0.01326,13.26,,,,,,,,,,,,,,,,,
891,0.01259,12.59,,,,,,,,,,,,,,,,,
892,0.01263,12.63,,,,,,,,,,,,,,,,,
893,0.01403,14.03,,,,,,,,,,,,,,,,,
894,0.01829,18.29,,,,,,,,,,,,,,,,,
895,0.03702,37.02,,,,,,,,,,,,,,,,,
896,0.03342,33.42,,,,,,,,,,,,,,,,,
897,0.0275,27.5,,,,,,,,,,,,,,,,,
898,0.02304,23.04,,,,,,,,,,,,,,,,,
899,0.01919,19.19,,,,,,,,,,,,,,,,,
900,0.01651,16.51,,,,,,,,,,,,,,,,,
901,0.01543,15.43,,,,,,,,,,,,,,,,,
902,0.01517,15.17,,,,,,,,,,,,,,,,,
903,0.01552,15.52,,,,,,,,,,,,,,,,,
904,0.01451,14.51,,,,,,,,,,,,,,,,,
905,0.01444,14.44,,,,,,,,,,,,,,,,,
906,0.01526,15.26,,,,,,,,,,,,,,,,,
907,0.01902,19.02,,,,,,,,,,,,,,,,,
908,0.01692,16.92,,,,,,,,,,,,,,,,,
909,0.01538,15.38,,,,,,,,,,,,,,,,,
910,0.01493,14.93,,,,,,,,,,,,,,,,,
911,0.016,16,,,,,,,,,,,,,,,,,
912,0.01482,14.82,,,,,,,,,,,,,,,,,
913,0.01199,11.99,,,,,,,,,,,,,,,,,
914,0.01198,11.98,,,,,,,,,,,,,,,,,
915,0.01297,12.97,,,,,,,,,,,,,,,,,
916,0.0143,14.3,,,,,,,,,,,,,,,,,
917,0.01692,16.92,,,,,,,,,,,,,,,,,
918,0.01866,18.66,,,,,,,,,,,,,,,,,
